ITEM CCODE,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,unit of measure
PAC-STL-EAC,,GLUTEN FREE COFFEE CAKE TUB,42,internal,
PAC-STR-EAC,30250.0,Oven Delight Cake Box Strbery,9,external,ea
PAC-STU-70ML,,Sauce Tub 70ml,9,external,ea
PAC-SWI-EAC,30826.0,Swissroll Box,9,external,ea
PAC-TAL-EAC,,GLUTEN FREE CHOC MOUSSE CAKE TUB,42,internal,
PAC-VPC-EAC,,Vinyl Print Coffee Boards,53,external,ea
PAC-VUT-EAC,30309.0,Bread Bags (Vutu) PPG,9,external,ea
PAC-WIN-EAC,,Windsor X-Small B,9,external,ea
PAC-WRG-EAC,,Wrist Guard,53,external,ea
PAC-ZIP-EACH,,Ziplock Bags,9,external,ea
PIE -CSR-EAC,15002.0,OD Premium Chicken Tikka Sausage Roll,65,external,ea
PIE- FSK-EAC,,Pie Steak & Kidney Foil,65,external,ea
PIE-APP-KG,,Pie Apple,59,external,ea
PIE-BBP-EAC,,Pie - Burger Beef,65,external,ea
PIE-BRC-EAC,,Pie - Burger Chicken Cheese / Sweet Chilli,65,external,ea
PIE-CCG-EAC,15016.0,Pie Chicken Cheese Griller,65,external,ea
PIE-CMS-EAC,,Pie Chicken and Mayo Slice,65,external,ea
PIE-COD-EAC,15103.0,Pie OD Chicken & Mushroom,65,internal,ea
PIE-CPP-EAC,15007.0,Pie Chicken Peri Peri,65,external,ea
PIE-CRP-EAC,,Pie - Cornish Pastry,65,external,ea
PIE-FCP-EAC,,Pie Chicken Peri Peri Foil,65,external,ea
PIE-FVE-EAC,,Pie Vegetable Curry Foil,65,external,ea
PIE-MCB-EAC,15011.0,Pie Mutton Curry Burger,65,external,ea
PIE-MSR-EAC,15001.0,OD Premium Mutton Oriental Sausage Roll,65,external,ea
PIE-ODM-EAC,15101.0,Pie OD Mutton Curry,65,internal,ea
PIE-PPS-EAC,15009.0,Pie Pepper Steak,65,internal,ea
PIE-PRS-EAC,15017.0,Pie Prime Steak,65,external,ea
PIE-SAF-EAC,15005.0,Pie Spinach & Feta,65,external,ea
PIE-SAK-EAC,15010.0,Pie Steak & Kidney,65,external,ea
PIE-SRB-EACH,15105.0,Pie Sausage Roll( Beef),65,external,ea
PIE-VEG-EAC,15004.0,Pie OD Vegetable,65,internal,ea
PLA- MIX-EAC,,Platter Mixy Delight,60,internal,ea
PLA- PEM-EAC,,Platter Mini Pecan Nut Tarts 24s,60,internal,ea
PLA -SCO-EAC,,Platter Scone Delight 18s,60,internal,ea
PLA-CHE-EAC,,Platter Cheeky Delight,60,internal,ea
PLA-CRM-EAC,,Platter Mini Cream Puffs 24s,60,internal,ea
PLA-CRO-EAC,,Platter Croissant Delight 20s,60,internal,ea
PLA-ECM-EAC,,Platter Mini Freshcream Eclairs,60,internal,ea
PLA-FLM-EAC,,Platter Mini Flakey Bits 24s,60,internal,ea
PLA-FRM-EAC,,Platter Mini Freshcream Donuts,60,internal,ea
PLA-JAM-EAC,,Platter Mini Jam Turnovers 24s,60,internal,ea
PLA-MBD-EAC,,Platter Mini Buttercream Donuts 24s,60,internal,ea
PLA-MCD-EAC,,Platter Mini Chocolate Donut 24s,60,internal,ea
PLA-MEA-EAC,,Platter Meaty Delight,60,internal,ea
PLA-MIM-EAC,,Platter Mini Milk Tarts 24S,60,internal,ea
PLA-MLP-EAC,,Platter Mini Lamingtons 24s,60,internal,ea
PLA-MUFF- EAC,,Platter Muffin Delight 30s,60,internal,ea
PLA-SMA-EAC,,Platter Snacky Delight,60,internal,ea
PLA-SNM-EAC,,Platter Mini Snowballs 24s,60,internal,ea
PLA-VEG-EAC,,Platter Veggy Delights,60,internal,ea
REP-BRE-EAC,,Bread Slicer Blades,66,external,ea
SAV-CCS-EAC,,Crumbed Chicken Samoosa,67,internal,ea
SAV-CJF-EAC,,Frozen Cheese And Jalapeno,67,internal,ea
SAV-CJR-EAC,,Chicken & Jalapeno Rissoles,67,internal,ea
SAV-CSA-EAC,,Chicken Samoosa,67,internal,ea
SAV-FCM-EAC,,Frozen Chicken And Mushroom Pie,65,internal,ea
SAV-FCR-EAC,,Frozen Chicken Sausage Rolls,67,internal,ea
SAV-FFI-EAC,,Frozen Fish Cake,67,internal,ea
SAV-FIS-EAC,,Fish Cake,67,internal,ea
SAV-FJC-EAC,,Frozen Chicken And Jalapeno,67,internal,ea
SAV-FKE-EAC,,Frozen Kebabs,67,internal,ea
SAV-FMV-EAC,,Frozen Mix Veg Pie,67,internal,ea
SAV-FPA-EACH,,Frozen Patha Wheel,67,internal,ea
SAV-LMS-EAC,,Lamb Mince Samoosa,67,internal,ea
SAV-PAP-EAC,,Puri & Patha (3s),67,internal,ea
SAV-PAS-EAC,,Patha Samoosa,67,internal,ea
SAV-PUP-EAC,,Puri Plain,67,internal,ea
SAV-RCJ-EAC,,Cheese & Jalapeno Rissoles,67,internal,ea
SAV-RRC-EAC,,Roti Roll Chicken,67,internal,ea
SAV-RRP-EAC,,Roti Roll Potatoe,67,internal,ea
SAV-SAM-EAC,,Samoosa 3s,67,internal,ea
SAV-SCC-EAC,,Cheese And Corn Samoosa,67,internal,ea
SAV-VED-EAC,,Veda,67,internal,ea
SHP - JAL-EACH,9009.0,Jalebi 250g,23,external,ea
SHP- BAN-EAC,16055.0,Banana Loaf,23,internal,ea
SHP- CRW-EAC,,Roti Chicken Wrap,67,internal,ea
SHP- GUL-1KG,,Gulab Jamun 1kg,23,external,ea
SHP- GUL-4S,60001.0,Gulab Jamun 4s Pure Butter,23,external,ea
SHP- IDH-32S,,Idhli Platter 32s,60,internal,ea
SHP- MOL-6S,,DC Sweetmeats Mini Oval Laser Cut Wooden (6s),23,external,ea
SHP- PRW-EAC,,Roti Potatoe Wrap,67,internal,ea
SHP- RAE-EAC,16058.0,Eggless Rainbow Sponge Log,23,internal,ea
SHP- SWEE-250G,,DC Sweet Meats Assorted 250g,23,external,ea
SHP-AUA-EAC,9008.0,DC Authentic Assorted Sweetmeats 11 pieces,23,external,ea
SHP-AUT-EAC,,Authentic Ladoo,23,external,ea
SHP-BAN-6S,8080.0,Banana Puri (6s),23,external,ea
SHP-BBS-EAC,,Sweetmeats Boujee Singles,23,external,ea
SHP-BCC-EAC,16041.0,Buttercream Christmas cakes,23,internal,ea
SHP-BCG-EAC,16042.0,ButterCream Christmas Gateaux,23,internal,ea
SHP-BRB-400,30370.0,Bread Brown 400g,23,internal,ea
SHP-BRB-400G,,Bread Bunny Loaf 400g,23,internal,ea
SHP-BRB-800,13005.0,Sun Bread Brown 800g,23,internal,ea
SHP-BRG-EAC,16003.0,Bread Garlic 300g,23,internal,ea
SHP-BRO-EAC,,Butter Roti (6s),23,internal,ea
SHP-BRR-500,16004.0,Bread Tea Ring,23,internal,ea
SHP-BRT-500,16005.0,Bread Tea Loaf 500g,23,internal,ea
SHP-BRW-400,30372.0,Bread White 400g,23,internal,ea
SHP-BRW-800,13003.0,Sun Bread White 800,23,internal,ea
SHP-BSC-EAC,16044.0,Butter Scones (4s),23,internal,ea
SHP-BSP-24S,,Butter Scone Platter 24s,60,internal,ea
SHP-BTW-500,16007.0,Bread 500g Twist,23,internal,ea
SHP-BUN-EAC,16008.0,Buns 100g Soft 6s,23,internal,ea
SHP-BUR-1KG,,Burfee 1kg,23,internal,ea
SHP-BUR-KGR,,Burfee 9pc,23,internal,ea
SHP-BVS-EAC,16009.0,BC Vanilla Swiss Roll,18,internal,ea
SHP-CFI-EAC,16015.0,Christmas fruit Cake Round Iced,23,internal,ea
SHP-CFP-EAC,16016.0,Christmas Fruit Cake Round Plain,23,internal,ea
SHP-CHA-1KG,,Chana Magaj 1kg,23,internal,ea
SHP-CHB-04S,30755.0,Chelsea Buns (6s),23,internal,ea
SHP-CHO-PLN,16013.0,Chocolate Gateaux Plain,23,internal,ea
SHP-COC-KGR,,Coconut Ice,24,internal,ea
SHP-CPN-EAC,16014.0,Carrot and Pecan Nut Slab,23,internal,ea
SHP-CRB-06S,16017.0,Cream Buns 6s,23,internal,ea
SHP-CRM-EAC,,Christmas Round Mini Cake,23,internal,ea
SHP-CRO-06S,16018.0,Rolls 70g Soft Hotdog Cheese 6,23,internal,ea
SHP-CSC-EAC,6001651011913.0,Chocolate Sponge Cake,23,internal,ea
SHP-CTP-EAC,,Christmas Steamed Pudding,23,internal,ea
SHP-CTR-EAC,16020.0,Cocktail Rolls,23,internal,ea
SHP-CWP-EAC,16038.0,Christmas Windsor Plain,23,internal,ea
SHP-CWS-EAC,16049.0,Christmas Windsor Slice,23,internal,ea
SHP-DBB-EAC,,DC Diwali Bandhani Box,23,external,ea
SHP-DDB-EAC,,DC Diwali Designer Biscuit,23,external,ea
SHP-DDD-EAC,,DC Diwali Designer Burfee,23,external,ea
SHP-DEG-EAC,,DC Diwali Eggless Cake,23,internal,ea
SHP-DIB-EACH,,DC Authentic Diya Boxes,23,external,ea
SHP-DJA-EAC,,DC Diwali Jalebi,23,external,ea
SHP-DLB-EAC,,DC Diwali Large Bag,23,external,ea
SHP-DLD-EAC,,DC Diwali Large Designer Box,23,external,ea
SHP-DMA-EAC,,DC Diwali Macaroons,23,external,ea
SHP-DOP-10S,110103.0,Doughnut Pops 10s,23,external,ea
SHP-DPB-EAC,,DC Diwali Peacock Box,23,external,ea
SHP-DRO-EAC,16045.0,Dhall Roti (6s),23,external,ea
SHP-DSB-EAC,,DC Diwali Small Bag,23,external,ea
SHP-FCE-EAC,,Christmas Fruit Cake Eggless Round,23,internal,ea
SHP-FRT-LRG,,Five Roses Tea Tall,58,external,ea
SHP-FRT-SML,,Five Roses Tea Small,58,external,ea
SHP-GAT-EAC,16021.0,DC Diwali Gateaux,23,internal,ea
SHP-GLC-EAC,,DC Diwali Gold Laser Cut,23,external,ea
SHP-HBU-EAC,16022.0,Hot x Buns 6s,23,internal,ea
SHP-ICL-LRG,,Iced Coffee Large,58,internal,ea
SHP-IDH-EACH,60071.0,Idhli Pure Butter (4s),60,internal,ea
SHP-JSW-EAC,,Vanilla Jam Swissroll,23,internal,ea
SHP-LAC-EACH,110102.0,Chocolate Lamington 5 pack,23,internal,ea
SHP-LAD-EAC,,Ladoo 9 piece,23,internal,ea
SHP-LAR-EACH,110101.0,Raspberry Lamington 5 pack,23,internal,ea
SHP-LEM-EAC,,Lemon Loaf,23,internal,ea
SHP-LHS-375,9003.0,DC Large Hexagonal Deluxe Sweetmeats 375g,23,external,ea
SHP-LJS-350,9004.0,DC Large Jewels Deluxe Sweetmeats 350g,23,external,ea
SHP-LWC-360G,,DC Sweetmeats Lamp Wooden Cut 360g,23,external,ea
SHP-MAD-EAC,16023.0,Madeira,23,internal,ea
SHP-MHS-165,9001.0,DC Mini Hexagonal Deluxe Sweetmeats 165g,23,external,ea
SHP-MIN-EAC,16024.0,Mince Pies,23,internal,ea
SHP-MJS-250,9002.0,DC Mini Jewels Deluxe Sweetmeats 250g,23,external,ea
SHP-MRO-EACH,16048.0,Brown Roti (6s),23,internal,ea
SHP-NAA-02S,16025.0,Naan 300g 2s,23,internal,ea
SHP-NAA-EAC,16026.0,Naan 300g,23,internal,ea
SHP-PFC-4S,60074.0,Poli With Fresh Coconut 4s,23,external,ea
SHP-POL-EAC,60072.0,Poli (4s),23,external,ea
SHP-PPP-30S,,Puri Patha Platter 30s,23,internal,ea
SHP-RAI-EAC,16027.0,Rainbow Sponge Log,23,internal,ea
SHP-RAL-EAC,16028.0,Raisin Loaf,23,internal,ea
SHP-RBS-SML,,Rooibos Tea Small,58,internal,ea
SHP-RBT-LRG,,Rooibos Tea Tall,58,internal,ea
SHP-RJS-595,9006.0,DC Rajasthani Jewel Sweetmeats 595g,23,external,ea
SHP-RLC-EAC,,DC Diwali Round Clear Assorted,23,external,ea
SHP-ROLL-06S,16029.0,Rolls 60g Soft Hotdog 6s,23,internal,ea
SHP-ROLL-12S,16030.0,Rolls 60g Soft Hotdog 12s,23,internal,ea
SHP-ROT-EAC,16046.0,Rotis 12s,68,internal,ea
SHP-RWC-265G,,DC Sweetmeats Round Wooden Cut 265G,23,external,ea
SHP-RWC-380G,,DC Sweetmeats Rectangle Wooden Cut 380g,23,external,ea
SHP-SBB-EACH,,DC Sweetmeats Boujee Burfee,23,external,ea
SHP-SBC-EAC,8050.0,Burfee Soji Cake,23,internal,ea
SHP-SCF-EAC,16032.0,Scones Fruit 4s,23,internal,ea
SHP-SCG-EAC,16034.0,Dome Buttercream Christmas Cake,23,internal,ea
SHP-SCO-EAC,16033.0,Scones 4s,23,internal,ea
SHP-SDB-EAC,,DC Diwali Small Designer Box,23,external,ea
SHP-SGL-EAC,,Sweet Meats Gold Foil Large,23,external,ea
SHP-SGS-EAC,,Sweet Meats Gold Foil Small,23,external,ea
SHP-SPF-EAC,,Sweet Meats Paisley Gold Foil,23,external,ea
SHP-SPO-EACH,60073.0,Soji Poli (5s),23,external,ea
SHP-SSC-EAC,6001651009125.0,Strawberry Sponge Cake,23,internal,ea
SHP-STE-EAC,,Eggless Trifle Sponge,23,internal,ea
SHP-TLB-EAC,,DC Traingle Lotus Box,23,external,ea
SHP-TRI-EAC,16035.0,Trifle Sponge,23,internal,ea
SHP-VSA-EACH,,DC Vegan Sweetmeats Assorted Authentic,23,external,ea
SHP-WIC-EAC,16037.0,Christmas Windsor iced,23,internal,ea
SHP-WIS-EAC,16039.0,Windsor Slab,23,internal,ea
SHP-WMV-EAC,16040.0,Windsor Slice,23,internal,ea
SNA-CHE-340,6007597000028.0,DIWALI CHEVDA 250G,69,external,ea
SNA-CHE-EAC,16047.0,Maya Spices Chevda 250g,69,external,ea
SNA-KMU-EAC,6009659190678.0,Kashmiri Murkoo,69,external,ea
SNA-KNP-EAC,,Kara Nichhas Peanuts,69,external,ea
SNA-LMP-EAC,13007.0,Murkoo Extra Large Plain,69,external,ea
SNA-LMS-EAC,,Murkoo Extra Large,69,external,ea
SNA-MOC-EAC,6001651026986.0,Murkoo Original Crunch,69,external,ea
SNA-MSF-EAC,30781.0,Murkoo sticks flavoured,69,external,ea
SNA-MUS-EAC,5010.0,Murkoo Sticks,69,external,ea
SNA-NUT-60G,6002849000177.0,ralphies nutties 60g,69,external,ea
SNA-NUT-EAC,5013.0,Nuts,59,external,ea
SNA-OATS-EAC,,Fine Oats,59,external,kg
SNA-PGA-EAC,4001.0,Papdi Ganthiya,69,external,ea
SNA-PNM-EAC,30491.0,PNS Murkoo,69,external,ea
SNA-PNM-EAC,30491.0,PNS Murkoo,69,external,ea
snA-PNM-EAC,6009634280431.0,Serve and Nuts 400g,69,external,ea
SNA-PNT-EAC,6002415000501.0,PNS Traditional Murkoo,69,external,ea
SNA-SAN-EAC,,Serv & Nuts,69,external,ea
SNA-SGA-EAC,,Soft Gantia,69,external,ea
SNA-SUS-EAC,6009708771438.0,Sugar Sticks,69,external,ea
SNA-TMU-EAC,5011.0,Tub Murkoo,69,external,ea
SPI-BPE-KGR,,Spice- Whole Black Pepper,59,external,kg
SPI-CIB-EAC,,Spice Cook In Bag,59,external,kg
SPI-CIS-EAC,,Spice - Cinnamon Sticks,59,external,kg
SPI-DHA-KGR,,Spice- Dhania Powder,59,external,kg
SPI-GAR-KGR,,Spice-Garum Masala,59,external,kg
SPI-GIN-KGR,,Ginger & Garlic,59,external,kg
SPI-JEE-KGR,,Spice - Mayas Jeera Powder,59,external,kg
SPI-JEP-KGR,,Spice Jeera Powder,59,external,kg
SPI-KNO-EAC,,Spice- Knorrx Mutton Flavour 12s,59,external,kg
SPI-MAS-KGR,,Spice- Chilli Powder,59,external,kg
SPI-MIN-EAC,,Spice - Mint,59,external,kg
SPI-MIX-KGR,,Spice- Mayas Mixed Masala,59,external,kg
SPI-MSM-KGR,,Manilal Special Mix Masala,59,external,kg
SPI-NAN-KGR,,Nandos Sauce,59,external,lt
SPI-NOL-KGR,,Nola Mayonaise,59,external,kg
SPI-PAR-EAC,,Parsley,59,external,kg
SPI-SVS-100G,,SVS Spices 100g,59,external,kg
SPI-SVS-50G,,SVS Spices 50g,59,external,kg
SPI-THY-EACH,,Spice - Fresh Thyme,59,external,kg
SPI-TUM-KGR,,Spice Tumeric,59,external,kg
SRC-CHO-CRE,,Choc Cream -20 Fig On Base,45,internal,kg
SRN-AER-022,,Aeroplane Cake 22 in Plastic Icing and B/C,17,internal,ea
SRN-ANI-016,,16 Buttercream Animal Farm,17,internal,ea
SRN-BCE-020,,BD20 Buttercream Eggless Cake,37,internal,ea
SRN-BCR-022,,BC 22 Cut out Figure,20,internal,ea
SRN-BIB-016,,16 Buttercream Eggless Bible Cake,17,internal,ea
SRN-BIB-020,,20 Fresh Cream Egless Bible Cake,17,internal,ea
SRN-BMW-014,,14 Sponge in plastic icing with BMW sign,17,internal,ea
SRN-BRE-016,,Buttercream Round Eggless with Baby,17,internal,ea
SRN-BSC-016,,BD 16Buttercream with baby grower in PI,17,internal,ea
SRN-BYK-022,,22 Motorbike on Base with Plastic icing,17,internal,ea
SRN-CML-016,,Caramel Spread only - on 16,45,internal,ea
SRN-CRM-016,,Cream colour cream only - 16,45,internal,ea
SRN-DAI-020,,20 Buttercream with Piped Daisies,17,internal,ea
SRN-DBF-020,,20 BC Double Base With Double Figure,17,internal,ea
SRN-DIA-020,,20 Round PI Diamond pattern & Daisies,17,internal,ea
SRN-DOL-016,,16 Doll Cake in Plastic Icing no base,17,internal,ea
SRN-FCE-020,,BD 20 Fresh Cream Eggless cake,70,internal,ea
SRN-FIG-020,,Buttercream Eggless Figure on base 20,20,internal,ea
SRN-FOB-020,,20 FC Fig on Base with Choc Flakes,17,internal,ea
SRN-HBS-020,,Hugo Boss Suitcase Belt 20 in Plastic Icing,17,internal,ea
SRN-JAM-012,,Strawberry Jam only - 12,45,internal,ea
SRN-JAM-012,,Strawberry Jam only - 12,45,internal,ea
SRN-JAM-014,,Strawberry Jam only - 14,45,internal,ea
SRN-JAM-014,,Strawberry Jam only - 14,45,internal,ea
SRN-JAM-016,,Strawberry Jam only - 16,45,internal,ea
SRN-JAM-18,,Strawberry Jam Only-18,45,internal,ea
SRN-JAM-20,,Strawberry Jam Only-20,44,internal,ea
SRN-LIV-022,,22 PI Liverpool with Scarf and Boots,17,internal,ea
SRN-LVB-016,,Louis Vittone Bag 16 in Plastic Icing,17,internal,ea
SRN-PAD-016,,40*50 B/C cake with Ipad in PI + pic,17,internal,ea
SRN-PAI-EAC,,Painting on Roses,45,internal,ea
SRN-PEA-014,,Peach Slices Only 14,45,internal,ea
SRN-PID-014,,BD14' Round covered in plastic icing and daisies,17,internal,ea
SRN-PLI-012,,Plastic Icing Covering Only 12,45,internal,ea
SRN-PLI-016,,Plastic Icing Covering Only 16,44,internal,ea
SRN-PLI-016,,Plastic Icing Covering Only 16,44,internal,ea
SRN-PLR-016,,Plastic Icing 16 round with musical notes,17,internal,ea
SRN-ROA-014,,14 Buttercream with Plastic icing Road,17,internal,ea
SRN-SSC-016,,16 BC S/Berry Short/C Figurine-PI,17,internal,ea
SRN-STA-2TI,,BD2 Tier Stack Sponge- Plastic Icing-12&14,17,internal,ea
SRN-STA-2TI,,BD2 Tier Stack Sponge- Plastic Icing-12&14,17,internal,ea
SWE-ALC-EACH,,Almond Cones,24,external,ea
SWE-BOR-EAC,6009625510592.0,Masala Bor,24,external,ea
SWE-CAC-EACK,,Cashew Cones,24,external,ea
SWE-CCC-EAC,1017.0,Chocolate Coconut Cluster,24,external,ea
SWE-CCD-EAC,6009614200985.0,Caruchi Candy Dates,24,external,ea
SWE-CFW-EAC,10030.0,China fruit sweet,24,external,ea
SWE-CHF-EAC,6009625510615.0,China Fruit,24,external,ea
SWE-CHI-EAC,6001200000016.0,Chicks Violet,24,external,ea
SWE-CMM-EAC,30482.0,Choc Marshmallow,24,external,ea
SWE-CNI-EAC,30608.0,Coconut Ice,24,external,ea
SWE-CNW-EAC,6009614200046.0,Coconut Wheel,71,external,ea
SWE-COI-EAC,,Coconut ice small,24,external,ea
SWE-CPC-EAC,6009614200008.0,Chocolate Peanut Cluster,24,external,ea
SWE-CRO-EAC,6009614200558.0,Chocolate Rocher,24,external,ea
SWE-CRO-EAC,6009614200558.0,Chocolate Rocher,24,external,ea
SWE-CSP-EAC,8850632605164.0,Sour Punk Cola,24,external,ea
SWE-FIG-EAC,6009625510608.0,Masala Figs,24,external,ea
SWE-KIT-EAC,,Kitkat 135g,24,external,ea
SWE-MES-EAC,1024.0,Mebos Sweets,24,external,ea
SWE-PAA-EAC,,Paan Cones,24,external,ea
SWE-PBS-EAC,,Peanut Brittle Slabs Singles,24,external,ea
SWE-PEC-EAC,,Peanut Cones,24,external,ea
SWE-PNB-EAC,6004796000941.0,peanut brittle,24,external,ea
SWE-PNB-EACH,6009633420525.0,Peanut Brittle Slab 10s,24,external,ea
SWE-PNP-EACH,6009663420594.0,Peanut Brittle Pieces,24,external,ea
SWE-SAB-EACH,,Almond Bar 40g single,24,external,ea
SWE-SCB-EAC,,Cashew Bar 40g single,24,external,ea
SWE-SPA-EAC,8850632605140.0,Sour Punk Apple,24,external,ea
SWE-SPB-EAC,6009663420938.0,Sesame Brittle Pieces,24,external,ea
SWE-SPS-EAC,8850632603566.0,Sour Punk,24,external,ea
SWE-SSB-EAC,6009625510714.0,Sweet & Sour Bor,24,external,ea
SWE-SSF-EAC,6009625510721.0,Sweet & Sour Figs,24,external,ea
SWE-TOA-EAC,1033.0,Toasted Jabs,24,external,ea
SWE-WHI-EAC,,Whispers 200g,59,external,kg
VEG -ONI-KGR,,Onions,59,external,kg
VEG- POT-KGR,,Potatoes,59,external,kg
VEG-CHI-KGR,,Green Chillies,59,external,kg
VEG-MUS-KGR,,Mushrooms,59,external,kg
Water,,Water,59,external,lt
XBF-BAN-EAC,30094.0,Fruit Banana,59,external,kg
XBF-BAN-KGR,,Banana Essence,59,external,lt
XBF-CAR-KGR,30335.0,Carrots,63,external,kg
XBF-CHL-KGR,30084.0,Chellies Red Alpine,59,external,kg
XBF-COC-KGR,30634.0,Coconut,63,external,kg
XBF-CUT-KGR,30086.0,Fruit Cut Peel,59,external,kg
XBF-FMX-KGR,30089.0,Fruit Mix (Chipkins),59,external,kg
XBF-PDA-KGR,,Pitted Dates,59,external,kg
XBF-PIE-KGR,30092.0,Fruit Pie Apples,59,external,kg
XBF-RWC-KGR,30669.0,Red Whole Cherries,59,external,kg
XBR-BEB-1KGR,,Berries Blend,59,external,kg
XBR-MDF-1KGR,,Mango Diced Fruit,59,external,kg
XBR-PEA-KGR,,Peach Slices,59,external,kg
XBR-TOM-KGR,,Tomatoe Paste 3.06kg,59,external,kg
XCH-BAR-EAC,,Chocolate Bar One,42,internal,
XCH-CCB-KGR,30158.0,Chocolate Choco Blocks,59,external,kg
XCH-CCM-KGR,30157.0,Chocolate Chockex Chips Milk,59,external,kg
XCH-CCW-KGR,30159.0,Chocolate Chockex Chips White,59,external,kg
XCH-CHO-KGR,30156.0,Choc milk block,59,external,kg
XCH-POW-KGR,30238.0,Powder Cocoa,59,external,kg
XCH-TIN-KG,,Tin Glide 5kg,59,external,kg
XCH-VER-KGR,30163.0,Vermicelli Chocolate,63,external,kg
XCH-WCH-KGR,,Choc Milk Block White,59,external,kg
XCO-AES-LTR,,Aniseed Essence,63,external,lt
XCO-BCR-KGR,,Bread Crumbs,59,external,kg
XCO-BLA-KGR,30225.0,Black Jack,59,external,kg
XCO-LEM-KGR,30164.0,Coloured Powder Lemon Yellow,59,external,kg
XCO-PBL-KGR,30176.0,powder food colouring blue,59,external,kg
XCO-PGN-KGR,30175.0,Powder colouring green,59,external,kg
XCO-PIL-KGR,30173.0,Pillar Box Red,59,external,kg
XCO-REG-EAC,30177.0,Red piping gel,59,external,kg
XCO-VES-LTR,30708.0,Vanilla Essence,59,external,lt
XDA-BERG-KGR,,Berg Cheese,59,external,kg
XDA-BME-KGR,,Boneless Mutton,59,external,kg
XDA-BUT-EAC,30756.0,Buttermilk,59,external,lt
XDA-CBF-KGR,,Chicken Breast Fillet,59,external,kg
XDA-CCS-KGR,30179.0,Cheese Cottage Smooth,59,external,kg
XDA-CHE-KGR,30562.0,Cheddar Cheese,59,external,kg
XDA-CHI-EAC,,Chicken Wings Drumettes,59,external,kg
XDA-CRA-1KG,,Crab Sticks,59,external,kg
XDA-CRE-250,30848.0,Cream Cheese,59,external,kg
XDA-CRF-250,,Cream Fresh 250ml,59,external,lt
XDA-CRF-500,30180.0,Cream Fresh 500ml,59,external,lt
XDA-CSS-KGR,,Chicken Salsa Snack Wings 6kg,59,external,kg
XDA-CTS-KGR,,Chicken Tikka Sausage,59,external,ea
XDA-DHA-KGR,,Pea Dhall 5kg,59,external,kg
XDA-FCR-250ML,,Cream Fresh 250ml,59,external,lt
XDA-FLO-KGR,,Flora light,53,external,kg
XDA-HAK-1KG,,Hake Fillet -fish,59,external,kg
XDA-JAL-KGR,,Jalapenos,59,external,kg
XDA-LAM- KGR,,Lamb Mince,59,external,kg
XDA-MBP-EAC,,Mini Butter Portions 8grams,59,external,kg
XDA-MCP-KGR,,Mutton Cheese Patties,59,external,kg
XDA-MJP-EAC,,Mini Jam Portions 15Grams,59,external,kg
XDA-MVE-KGR,,Mix Veggies Mcain,59,external,kg
XDA-NON-KGR,30183.0,Non Dairy Cream,59,external,kg
XDA-NUT-LTR,30597.0,Nutriday Yogurt Plain,59,external,kg
XDA-OGC-LTR,,Cream Fresh Orange Grove 1litre,59,external,lt
XDA-OMU-KGR,,Oriental Mutton Sausage,59,external,kg
XDA-PAR-EAC,,Unbaked Patha Rolls,59,external,kg
XDA-PEA-KGR,,Peas Frozen 10kg,59,external,kg
XDA-PUP-KGR,,Fathimas Puff Pastry 1kg,59,external,kg
XDA-SAC-1LT,,Milk 1lt Sachet,59,external,lt
XDA-SMF-EAC,,Saldanha Middlecut Tin Fish 400g,59,external,kg
XDA-SOY-KGR,,Tommy Marinated Mince,59,external,kg
XDA-SWC-KGR,,Mcain Sweetcorn 1kg,59,external,kg
XDA-TUC-KGR,,Tuna Chunks In Brine 1.7kg,59,external,kg
XDA-TUS-KGR,,Tuna Shredded In Brine 1.7kg,59,external,kg
XDA-TWP-KGR,,Tomato Whole Peeled,59,external,kg
XDA-YDR-KGR,,Yeast Dry,59,external,kg
XDE-AST-EAC,30836.0,Astd roses,45,external,ea
XDE-DIW-EAC,,Diwali Sticker,53,external,ea
XDE-GBD-KGR,30187.0,Gold Beads per Kg,59,external,kg
XDE-GLI-EAC,30186.0,Glitter,59,external,kg
XDE-NOP-KGR,30195.0,Non Pareil,59,external,kg
XDE-PMG-KGR,30196.0,Powder Metallic Gold,59,external,kg
XDE-PMS-KGR,30197.0,Powder Metallic Silver,59,external,kg
XDE-RIB-EAC,30198.0,Ribbon,53,external,meter
XDE-SIL-KGR,30202.0,Silver Beads Per Kg,45,external,kg
XDE-TEA-EAC,30201.0,Ribbon tear 1 Roll,45,external,meter
XDO-BTE-200G,,Bakers Tennis Biscuit 200g,59,external,kg
XFA-COO-LTR,,Cooking Oil 5ltrs,59,external,lt
XFA-CRI-LTR,30615.0,Crispa Oil,59,external,lt
XFA-EGG-KGR,,Eggs,59,external,kg
XFA-FPS-KGR,30206.0,Fat Pastrex Super,59,external,kg
XFA-GHE-KGR,,Clover Ghee,59,external,kg
XFA-MAR-KGR,30208.0,Margarine Marvello Yellow,59,external,kg
XFA-MAS-KGR,30209.0,Margarine Mastercraft White,59,external,kg
XFA-MOO-KGR,30780.0,Mooi river butter,59,external,kg
XFA-MRG-KGR,30210.0,Margarine Mr G,59,external,kg
XFA-OIL-LTR,30211.0,Oil Crispa Gold,63,external,lt
XFA-OVA-KGR,30212.0,Ovalette,59,external,kg
XFA-PTX-KGR,30672.0,Pastrex Super,59,external,kg
XFA-RAM-KGR,30810.0,Rama,59,external,kg
