ITEM CCODE,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,unit of measure
YST-BTP-EAC,30840.0,Black Tape,consumables,external,ea
YST-DIW-EAC,30782.0,Diwali Invoice Books,consumables,external,ea
YST-DPL-EAC,,Diwali Cake Box Plates,packaging,external,ea
YST-ERC-EAC,,Epson Ribbon Cartridge,consumables,external,ea
YST-EXE-EAC,30065.0,A4 exercise book,consumables,external,ea
YST-HCB-EAC,30732.0,Hard cover book,consumables,external,ea
YST-HLS-EAC,30843.0,High lighters,consumables,external,ea
YST-LMP-EAC,30797.0,Laminating Plastic,consumables,external,ea
YST-LPS-EAC,30074.0,Laser Payslips,consumables,external,ea
YST-PFL-EAC,30075.0,paper file,consumables,external,ea
YST-PRI-EAC,30750.0,Pritt,consumables,external,ea
YST-SQA-PAC,30078.0,square white paper,consumables,external,ea
YST-STA-BOX,30079.0,Staples rexel no .56,consumables,external,ea
YST-TAP-EAC,30728.0,tape,consumables,external,ea
YST-TIL-EAC,30687.0,Till Rolls,consumables,external,ea
YST-TIP-EAC,30860.0,Tipex,consumables,external,ea
YST-TRL-EAC,30059.0,toilet roll,consumables,external,ea
YST-WGE-EAC,30733.0,Wage Envelope,packaging,external,ea
YTB-MIL-MX1,30510.0,Sub Milk Tart Base Large,sub recipe,internal,kg
YTB-MIS-MX1,30512.0,Sub Milk Tart Base Small,sub recipe,internal,kg
YTB-NOB-EAC,,Sub No Bake Cake,sub recipe,internal,kg
YTO-BEL-MX1,30418.0,Sub Belgica Tart Topping,sub recipe,internal,kg
YTO-BLC-MX1,30508.0,Sub Belgica Crumbs,subrecipe,internal,kg
YTO-BOF-KGR,,Sub Bar One Filling,sub recipe,internal,kg
YTO-BOG-KGR,,Sub- Bar One Ganache,sub recipe,internal,kg
YTO-BUC-MX1,30398.0,Sub Buttercream Chocolate,sub recipe,internal,kg
YTO-BUW-MX1,30357.0,Sub Buttercream- White,sub recipe,internal,kg
YTO-BUY-MX1,30400.0,Sub Buttercream Yellow,sub recipe,internal,kg
YTO-FOC-MX1,30412.0,Sub Fondant Chocolate,sub recipe,internal,kg
YTO-NAA-MX1,30375.0,Sub Naan topping,sub recipe,internal,kg
YTO-SNO-MX1,30419.0,Sub Snowball Coconut Topping,sub recipe,internal,kg
YTO-SUS-MX1,30417.0,Sub Sugar Syrup,sub recipe,internal,kg
YTO-SUW-MX1,30416.0,Sub Glaze Sugar Water,sub recipe,internal,kg
YTO-WFI-MX1,30539.0,Sub - White Fondant Icing,sub recipe,internal,kg
YUT-CDW-EAC,,Cutter Dough Wheel Divider,equipment,external,ea
YUT-GRU-EAC,30654.0,Grunter Knife,consumables,external,ea
YUT-PIP-EAC,30594.0,Piping Bag No 5,consumables,external,ea
YUT-SCA-EAC,30652.0,Scale Electronic,equipment,external,ea
YUT-WHI-EAC,,Whisks 350mm,equipment,external,ea
ZBX-16B-EAC,30246.0,16 box,packaging,external,ea
ZBX-883-EAC,30739.0,8*8*3,packaging,external,ea
ZBX-884-EAC,30738.0,8*8*4,packaging,external,ea
ZBX-MUFF-EACH,,Muffin Box Rose Design,packaging,external,ea
ZDB- FIC-EAC,,Genus Eco 30 Flying Insect Catcher,pest control,external,ea
ZDB-351-EAC,,L 351 Domes,packaging,external,ea
ZDB-38B-EAC,,38F Black Tray,packaging,external,ea
ZDB-38C-EAC,,38F Lid,packaging,external,ea
ZDB-38F-EAC,,38F Black Tray,packaging,external,ea
ZDB-S31-EAC,30281.0,Lids 300 Biscuit S312,packaging,external,ea
ZDB-SDL-EAC,,Square Desert Lid,packaging,external,ea
ZDB-SDT-EAC,,GLUTEN FREE COFFEE CAKE TUB,exotic,internal,ea
ZDO-DOY-EAC,30320.0,Doyley Round 240mm,packaging,external,ea
ZFO-10-EAC,30501.0,KR 10,packaging,external,ea
ZFO-14-EAC,30321.0,KR14,packaging,external,ea
ZFO-16-EAC,30322.0,KR16,packaging,external,ea
ZFO-18-EAC,30323.0,KR18,packaging,external,ea
ZFO-1M5-EAC,,KS 1MX500,packaging,external,ea
ZFO-20-EAC,30324.0,KR20,packaging,external,ea
ZFO-20R-EAC,30742.0,20 Round Board,packaging,external,ea
ZFO-500-EAC,30251.0,BOX 1M*500MM*6,packaging,external,ea
ZFO-NR1-EAC,30584.0,NR 10,packaging,external,ea
ZFO-NR2-EAC,30585.0,NR 12,packaging,external,ea
ZFO-NS1-EAC,30329.0,NS 10,packaging,external,ea
ZFO-NS2-EAC,30330.0,NS12,packaging,external,ea
ZFO-S16-EAC,30325.0,KS16,packaging,external,ea
ZFO-S18-EAC,30326.0,KS18,packaging,external,ea
ZFO-S20-EAC,30328.0,KS20,packaging,external,ea
ZFO-T14-EAC,30331.0,NS14,packaging,external,ea
ZFO-TN6-EAC,30617.0,NR 6,packaging,external,ea
ZFO-TN8-EAC,30332.0,NS8,packaging,external,ea
ZLA- REA-EAC,,Label Real Butter,packaging,external,ea
ZLA-ALA-50MM,,Oven Delights logo labels 50mmx40mm,packaging,external,ea
ZLA-LAB-EAC,30333.0,Label 40x46 B/white Label,packaging,external,ea
ZLA-LKI-EACH,,Label White Keep In Fridge,packaging,external,ea
ZLA-LPL-EAC,,Label For Platter Domes,packaging,external,ea
ZLA-OLA-EAC,,Label Oven Delights Logo 50x50mm,packaging,external,ea
ZLA-PLA-EAC,,Label Plates logo 50x50mm,packaging,external,ea
ZLA-PLL-EAC,,Label for Platters Assorted Flavours,packaging,external,ea
ZLA-WLB-EACH,,Label 40x29 White Label,packaging,external,ea
ZPA- SSW-EAC,,Stirrer Sticks Wooden,consumables,external,ea
ZPA-CDA-EAC,,4 Cup Drinkaway Carrier P2106,packaging,external,ea
ZPA-CDC-EAC,,2 Cup Drinkaway Carrier P2105,packaging,external,ea
ZPA-DWK-250ML,,250ml Double Wall Kraft Cup,packaging,external,ea
ZPA-DWK-350ML,,350ml Double Wall Kraft Cup,packaging,external,ea
ZPA-GRE-EAC,30302.0,Grease Proof 2(200*170),packaging,external,ea
ZPA-RSL-250ML,,250ml Ripple Sip Lid,packaging,external,ea
ZPA-RSL-350ML,,350ml Ripple Sip Lid,packaging,external,ea
ZPA-SER-BOX,30315.0,Servittes 200x300,consumables,external,ea
ZPA-SSW-EAC,,Stirrer Sticks Wooden,consumables,external,ea
ZPA-WHP-100ML,,100ml White Hot Paper Cup,packaging,external,ea
ZPL-70M-EAC,30284.0,Plastic Lids Clear 70mm,packaging,external,ea
ZPL-DES-EAC,30274.0,Desert Spoons,consumables,external,ea
ZPL-F70-EAC,30279.0,F70 BISCUIT CONTAINER,packaging,external,ea
ZPL-STR-BOX,30317.0,Wrapped Straws,consumables,external,ea
ZPL-TRO-EAC,30316.0,Trolley Cover,consumables,external,ea
ZPL-WSS--BOX,,Wrapped Smoothie Straw,consumables,external,ea
