I+1:1579TEM CCODE,BARCODE,ITEM DESCRIPTION,Sub Category,Main Category,item catergory,unit of measure
CLE-BGS-EAC,,Betasan Gel Sanitizer Refills,consumables,Consumables,external,ea
CLE-TPR-EAC,,Tad Paper Refil,consumables,Consumables,external,ea
CLE-VIB-EAC,,Viper Boards,consumables,Consumables,external,ea
MIS-BLI-EAC,,Braai Lighter,consumables,Consumables,external,ea
CEX CCD-EAC,14030,Cheese Cake Dessert,exotic cakes,exotic cakes,internal,ea
CEX- MCP-EAC,14091,Moist Chocolate Pudding,exotic cakes,exotic cakes,internal,ea
CEX- MDB-EAC,,Buttercream 6 Layer Drip Cake with toppings,exotic cakes,exotic cakes,internal,ea
CEX- NBS-EAC,,New York Blueberry Cheese Cake Slice,exotic cakes,exotic cakes,internal,ea
CEX -NYW-EAC,30665,New York Baked Cheese Cake Round,exotic cakes,exotic cakes,internal,ea
CEX-AMB-EAC,14001,American Brownie,exotic cakes,exotic cakes,internal,ea
CEX-APP-EAC,14025,Apple Tart,exotic cakes,exotic cakes,internal,ea
CEX-ATS-EAC,,Apple Tartlet,exotic cakes,exotic cakes,internal,ea
CEX-BAR-012,10001,BD Bar One Square 12,exotic cakes,exotic cakes,internal,ea
CEX-BAR-014,10002,BD Bar One Square 14,exotic cakes,exotic cakes,internal,ea
CEX-BAR-016,10003,BD Bar One Square 16,exotic cakes,exotic cakes,internal,ea
CEX-BAR-018,,BD Bar One Square 18,exotic cakes,exotic cakes,internal,ea
CEX-BAR-020,,BD Bar One Square 20,exotic cakes,exotic cakes,internal,ea
CEX-BCC-EAC,14027,Baked Citrus Cheese Cake,exotic cakes,exotic cakes,internal,ea
CEX-BOL-EAC,4005,Bar One Log,exotic cakes,exotic cakes,internal,ea
CEX-BOM-EAC,14065,Mothers Day Bar One Round with rose and leaves,exotic cakes,exotic cakes,internal,ea
CEX-BOR-EAC,14003,Bar One Round,exotic cakes,exotic cakes,internal,ea
CEX-BOS-EAC,4008,Bar One Slice,exotic cakes,exotic cakes,internal,ea
CEX-BRC-EAC,14028,Baked Red Velvet Cheese Cake,exotic cakes,exotic cakes,internal,ea
CEX-BVC-EAC,,Baked Vanilla Cheese Cake,exotic cakes,exotic cakes,internal,ea
CEX-CAC-012,,BD 12 Carrot Cake square wit cream cheese,exotic cakes,exotic cakes,internal,ea
CEX-CAC-014,,BD 14' Carrot cake square with cream cheese,exotic cakes,exotic cakes,internal,ea
CEX-CAC-016,,BD 16' Carrot Cake Square with cream cheese,exotic cakes,exotic cakes,internal,ea
CEX-CAC-018,,BD 18 Carrot Cake Square with cream cheese,exotic cakes,exotic cakes,internal,ea
CEX-CAC-020,,BD 20 Carrot Cake Square with cream cheese,exotic cakes,exotic cakes,internal,ea
CEX-CAC-EAC,,Carrot Cake Cupcake,exotic cakes,exotic cakes,internal,ea
CEX-CBD-EAC,,Chocolate Bar One 6 Layer Drip Cake,exotic cakes,exotic cakes,internal,ea
CEX-CBO-EAC,14006,Christmas Bar One Round,exotic cakes,exotic cakes,internal,ea
CEX-CCC-EAC,14033,Baked Choclate Cheese Cake,exotic cakes,exotic cakes,internal,ea
CEX-CCP-6S,140295,Chocolate Cake Pops (6s),exotic cakes,exotic cakes,internal,ea
CEX-CCS-EAC,14007,Cheese Cake Slice,exotic cakes,exotic cakes,internal,ea
CEX-CCT-EAC,14008,Cheese Cake Tart,exotic cakes,exotic cakes,internal,ea
CEX-CEG-EAC,14035,Caramel Exotic Gateaux,exotic cakes,exotic cakes,internal,ea
CEX-CFD-EAC,,Chocolate Fererro 6 Layer Drip Cake,exotic cakes,exotic cakes,internal,ea
CEX-CFE-EAC,14010,Christmas Ferrero Cake,exotic cakes,exotic cakes,internal,ea
CEX-CHC-EAC,14036,Chocolate Cheese Cake Cup,exotic cakes,exotic cakes,internal,ea
CEX-CIC-EAC,14037,Citrus Cheese Cake Cup,exotic cakes,exotic cakes,internal,ea
MIS-CGR-EAC,,Custom Google Review Sign,consumables,Consumables,external,ea
CEX-CRM-EAC,14199,Moist Choc Cake With Cream Cheese,exotic cakes,exotic cakes,internal,ea
CEX-CUS-EAC,14042,Custard & Jelly,exotic cakes,exotic cakes,internal,ea
CEX-DCV-EAC,14044,Decorative Chocolate Vanilla Gateaux,exotic cakes,exotic cakes,internal,ea
CEX-EBC-EACH,,Bar One Cupcake Eggless,exotic cakes,exotic cakes,internal,ea
CEX-FEM-EAC,14045,Mothers Day Ferrero Round with rose and leaves,exotic cakes,exotic cakes,internal,ea
CEX-FER-012,10075,BD Ferrero Cake 12,exotic cakes,exotic cakes,internal,ea
MIS-CRS-EAC,,C20 Red Stamp,consumables,Consumables,external,ea
CEX-FER-014,10076,BD Ferrero Cake 14,exotic cakes,exotic cakes,internal,ea
CEX-FER-016,10077,BD Ferrero Cake 16,exotic cakes,exotic cakes,internal,ea
CEX-FER-018,,BD Ferrero Cake 18,exotic cakes,exotic cakes,internal,ea
CEX-FER-020,,BD Ferrero Cake 20,exotic cakes,exotic cakes,internal,ea
CEX-FRC-EAC,14012,Ferrero Rocher Cake,exotic cakes,exotic cakes,internal,ea
CEX-GCA-EAC,,Giant Cappuchino Muffin,exotic cakes,exotic cakes,internal,ea
CEX-GCC-EAC,,Giant Corn & Chives Muffin,exotic cakes,exotic cakes,internal,ea
CEX-GCH-EAC,,Giant Choc Muffin,exotic cakes,exotic cakes,internal,ea
MIS-DOR-EAC,30856,Oven Delights Flags,consumables,Consumables,internal,ea
CEX-GCM-EAC,,Giant Chicken & Mushroom Muffin,exotic cakes,exotic cakes,internal,ea
CEX-GIM-EAC,14046,Giant Muffins,exotic cakes,exotic cakes,internal,ea
CEX-GLP-EAC,,Giant Lemon Poppy& Nuts,exotic cakes,exotic cakes,internal,ea
CEX-GPC-EAC,,Giant Pecan & Carrot Muffin,exotic cakes,exotic cakes,internal,ea
CEX-GSF-EAC,,Giant Spinach & Feta Muffin,exotic cakes,exotic cakes,internal,ea
CEX-GVA-EAC,,Giant Vanilla Muffins,exotic cakes,exotic cakes,internal,ea
CEX-LMS-EAC,,Lemon Meringue Tart Small,exotic cakes,exotic cakes,internal,ea
CEX-LMT-EAC,,Lemon Meringue Tart Large,exotic cakes,exotic cakes,internal,ea
CEX-MAC-EAC,14047,Macaroons (4s),exotic cakes,exotic cakes,internal,ea
CEX-MAL-EAC,14048,Malva Pudding,exotic cakes,exotic cakes,internal,ea
CEX-MAO-EAC,,Macaroons (1s),exotic cakes,exotic cakes,internal,ea
CEX-MBE-EAC,14049,Milky Bar Exotic,exotic cakes,exotic cakes,internal,ea
CEX-MBS-EAC,,Bar One Swissroll Slice,exotic cakes,exotic cakes,internal,ea
CEX-MCL-EACH,,Moist Chocolate Cake Large With Cream Cheese,exotic cakes,exotic cakes,internal,ea
CEX-MIL-12,,BD Milky Bar 12'',exotic cakes,exotic cakes,internal,ea
CEX-MIL-14,,BD Milky Bar 14'',exotic cakes,exotic cakes,internal,ea
CEX-MIL-EAC,,Milky Bar Swissroll Slice,exotic cakes,exotic cakes,internal,ea
CEX-MPN-EAC,,Mini Pecan Nut Tart,exotic cakes,exotic cakes,internal,ea
CEX-MPT-EAC,,Malva Pudding Tartlet,exotic cakes,exotic cakes,internal,ea
CEX-MRC-EAC,,Cream Cheese Rainbow Cake,exotic cakes,exotic cakes,internal,ea
CEX-MRS-EAC,,Cream Cheese Rainbow Slice,exotic cakes,exotic cakes,internal,ea
MIS-FAK-EAC,,First Aid Kit,consumables,Consumables,external,ea
CEX-MVC-EAC,14092,Moist Vanilla Cake with Caramel Drizzle,exotic cakes,exotic cakes,internal,ea
CEX-NBC-EAC,,New York Baked Blueberry Cheesecake Round,exotic cakes,exotic cakes,internal,ea
CEX-NRV-EAC,14057,New Red Velvet Cake,exotic cakes,exotic cakes,internal,ea
CEX-NUT-18,,18'' Nibbed Nuts Only,exotic cakes,exotic cakes,internal,ea
CEX-NYC-EAC,,New York Baked Cheese Cake Slice,exotic cakes,exotic cakes,internal,ea
CEX-PCT-4S,,Portuguese Custard Tart (4S),exotic cakes,exotic cakes,external,ea
CEX-PCT-EAC,,Portuguese Custard Tart,exotic cakes,exotic cakes,external,ea
CEX-PET-EACH,,Pecan Nut Tartlet,exotic cakes,exotic cakes,internal,ea
CEX-PMC-EACH,14014,Peppermint Crisp Cake,exotic cakes,exotic cakes,internal,ea
CEX-PNT-EAC,14016,Pecan Nut Tart,exotic cakes,exotic cakes,internal,ea
CEX-RCC-EAC,14058,CARROT CAKE ROUND,exotic cakes,exotic cakes,internal,ea
CEX-REC-EAC,14038,Redvelvet Cheese Cake Cup,exotic cakes,exotic cakes,internal,ea
CEX-RED-016,30778,BD 16 Red Velvet Square,exotic cakes,exotic cakes,internal,ea
CEX-RMC-EAC,14059,OREO CAKE,exotic cakes,exotic cakes,internal,ea
CEX-RSW-EAC,14060,Red velvet Swissroll,exotic cakes,exotic cakes,internal,ea
CEX-RVB-018,,BD 18 Red Velvet Square,exotic cakes,exotic cakes,internal,ea
CEX-RVB-020,,BD 20 Red Velvet Square,exotic cakes,exotic cakes,internal,ea
CEX-RVC-EAC,14017,Red Velvet Cupcakes,exotic cakes,exotic cakes,internal,ea
CEX-RVG-EAC,30776,Red Velvet Gateaux,exotic cakes,exotic cakes,internal,ea
CEX-RVL-EAC,14019,Red Velvet Log,exotic cakes,exotic cakes,internal,ea
CEX-RVS-EAC,14020,Red Velvet Slice,exotic cakes,exotic cakes,internal,ea
CEX-TID-EAC,,Tirumisu Dessert,exotic cakes,exotic cakes,internal,ea
CEX-TIR-EAC,14021,Cake Tiramisu,exotic cakes,exotic cakes,internal,ea
CEX-TIS-EAC,14022,tirumisu slice,exotic cakes,exotic cakes,internal,ea
CEX-TRE-EAC,,Truffles Eggless 6s,exotic cakes,exotic cakes,internal,ea
CEX-TRF-EAC,14062,Truffles (1)s,exotic cakes,exotic cakes,internal,ea
CEX-TRO-EAC,14023,Tirumisu round,exotic cakes,exotic cakes,internal,ea
CEX-TRU-EAC,14061,Truffles (6s),exotic cakes,exotic cakes,internal,ea
CEX-VAC-EAC,14039,Vanilla Cheese Cake Cup,exotic cakes,exotic cakes,internal,ea
CEX-VGB-EACH,,Vegan Chocolate Brownie,exotic cakes,exotic cakes,internal,ea
CEZ-MIL-16,,BD Milky Bar 16'',exotic cakes,exotic cakes,internal,ea
CFC-CCT-15CM,,Gluten Free Carrot Cake Tub 15cm,exotic cakes,exotic cakes,internal,ea
CFC-FCP-EAC,12030,FC Caramel Sponge,exotic cakes,exotic cakes,internal,ea
CFC-FMS-EAC,12011,FC Milky Bar Slice,exotic cakes,exotic cakes,internal,ea
CFC-VVB-EAC,,Vegan Vanilla 4 Layer -Berry Garnish,exotic cakes,exotic cakes,internal,ea
ICE-SMO-EAC,6001087357821,GLUTEN FREE LEMON FRIDGE CHEESECAKE TUB,exotic cakes,exotic cakes,internal,ea
ICE-SRP-EAC,6001087357814,GLUTEN FREE CHOCOLATE GANACHE TUB,exotic cakes,exotic cakes,internal,ea
PAC-STL-EAC,,GLUTEN FREE COFFEE CAKE TUB,exotic cakes,exotic cakes,internal,
PAC-TAL-EAC,,GLUTEN FREE CHOC MOUSSE CAKE TUB,exotic cakes,exotic cakes,internal,
XCH-BAR-EAC,,Chocolate Bar One,exotic cakes,exotic cakes,internal,
YCC-MMC-EAC,30831,RICH MOIST XMAS CAKE,exotic cakes,exotic cakes,internal,ea
ZDB-SDT-EAC,,GLUTEN FREE COFFEE CAKE TUB,exotic cakes,exotic cakes,internal,ea
CBF-BLF-014,12001,BD Freshcream 14 Black Forest,freshcream square black forest,Fresh Cream Birthday Cakes,internal,ea
CBF-BLF-016,12020,BD Freshcream 16 Blackforest,freshcream blackforest,Fresh Cream Birthday Cakes,internal,ea
CBF-FCD-014,10039,BD Freshcream 14 DL,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CBF-FCF-018,10089,BD Freshcream Figure 18,freshcream figure cake,Fresh Cream Birthday Cakes,internal,ea
CBF-FCF-020,10091,BD Freshcream Figure 20,freshcream figure,Fresh Cream Birthday Cakes,internal,ea
CBF-FF0-020,,BD 20 Freshcream Figure Only Eggless,freshcream figure,Fresh Cream Birthday Cakes,internal,ea
CBF-FFE-020,10198,BD Freshcream Figure on Base Eggless 20,freshcream figure cake,Fresh Cream Birthday Cakes,internal,ea
CBF-FFS-018,10093,BD Freshcream Fig on SL 18,freshcream figure cake,Fresh Cream Birthday Cakes,internal,ea
CBF-FFS-020,10095,BD Freshcream Fig on SL 20,freshcream figure,Fresh Cream Birthday Cakes,internal,ea
CBR-FCR-012,10106,BD Freshcream 12 Round,freshcream cake round,Fresh Cream Birthday Cakes,internal,ea
CBR-FCR-014,10108,BD Freshcream 14 Round,freshcream cake round,Fresh Cream Birthday Cakes,internal,ea
CBR-FCR-016,10110,BD Freshcream 16 Round,freashcream round,Fresh Cream Birthday Cakes,internal,ea
CBR-FCR-018,10111,BD Freshcream 18 Round,freshcream round,Fresh Cream Birthday Cakes,internal,ea
CBR-FCR-020,10113,BD Freshcream 20 Round,freshcream round,Fresh Cream Birthday Cakes,internal,ea
CBS-BLF-012,10078,BD Freshcream 12 Black Forest,freshcream black forest,Fresh Cream Birthday Cakes,internal,ea
CBS-FCD-012,10037,BD Freshcream 12 DL,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CBS-FCD-016,10041,BD Freshcream 16 DL,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CBS-FCD-018,10045,BD Freshcream 18 DL,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CBS-FCD-020,10050,BD Freshcream 20 DL,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CBS-FCD-022,10054,BD Freshcream 22 DL,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CBS-FCE-016,10103,BD 16 Freshcream Eggless,freshcream square,Fresh Cream Birthday Cakes,internal,ea
CFC-EF1-1M,,BD 1M X500 FC Eggless,freshcream 1mx 500,Fresh Cream Birthday Cakes,internal,ea
CNO-FC1-1X5,10084,BD Freshcream 1mx500,freshcream 1mx 500,Fresh Cream Birthday Cakes,internal,ea
CNO-FCE-1X5,,BD Freshcream 1m x 500 Eggless,freshcream cakes 1mx500 eggless,Fresh Cream Birthday Cakes,internal,ea
SRN-FCE-020,,BD 20 Fresh Cream Eggless cake,freshcream square eggless,Fresh Cream Birthday Cakes,internal,ea
CFC-BET-EAC,12022,Belgica Tart,freshcream cakes,Fresh Cream,internal,ea
CFC-BTL-EAC,12023,Belgica Tartlet,freshcream cakes,Fresh Cream,internal,ea
CFC-CBS-EAC,12009,FC Black Forest Slice,freshcream cakes,Fresh Cream,internal,ea
CFC-CCC-EAC,30866,Carrot Cake With Cream Cheese,freshcream cakes,Fresh Cream,internal,ea
CFC-CCD-EAC,12035,Custard Doughnut,freshcream cakes,Fresh Cream,internal,ea
CFC-CFD-EAC,15049,FC Choc Drip Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-CFE-EACH,,Christmas Freshcream Eggless Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-CUD-EAC,12024,Custard Danish,freshcream cakes,Fresh Cream,internal,ea
CFC-CUS-EAC,12025,Custard Slice,freshcream cakes,Fresh Cream,internal,ea
CFC-EMT-EACH,,Eggless Milk Tartlet,freshcream cakes,Fresh Cream,internal,ea
CFC-FBF-EAC,12004,FC Black Forest Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FBG-EAC,12002,FC Birthday Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FCD-EAC,12015,Fresh Cream Doughnut,freshcream cakes,Fresh Cream,internal,ea
CFC-FCE-EAC,12027,FC Eclair Chocolate,freshcream cakes,Fresh Cream,internal,ea
CFC-FCG-EAC,12006,FC Chocolate Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FCJ-EAC,12037,Christmas Freshcream Choc Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FCL-EAC,12010,FC Fresh Cream Slice,freshcream cakes,Fresh Cream,internal,ea
CFC-FCM-EAC,12012,FC Lamington Chocolate,freshcream cakes,Fresh Cream,internal,ea
CFC-FCR-EAC,12026,FC Croissant 80g,freshcream cakes,Fresh Cream,internal,ea
CFC-FCS-EAC,12014,FC Chocolate Swiss Roll,freshcream cakes,Fresh Cream,internal,ea
CFC-FDD-EAC,8102,Cake Freshcream In Dome Eggless,freshcream cakes,Fresh Cream,internal,ea
CFC-FEB-EAC,30519,FC Eggless Birthday Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FEG-EAC,12007,FC Eggless Vanilla Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FES-EAC,30621,FC Eggless Slice,freshcream cakes,Fresh Cream,internal,ea
CFC-FOS-EAC,,Freshcream Oreo Slice,freshcream cakes,Fresh Cream,internal,ea
CFC-FRL-EAC,12013,FC Lamington Raspberry,freshcream cakes,Fresh Cream,internal,ea
CFC-FSM-EAC,,Mini Freshcream Swissroll,freshcream cakes,Fresh Cream,internal,ea
CFC-FSS-EAC,12031,FC Strawberry Sponge,freshcream cakes,Fresh Cream,internal,ea
CFC-MEG-EAC,12034,Mothers Day Eggless Freshcream Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-MFD-EAC,,Mini FC D/N,freshcream cakes,Fresh Cream,internal,ea
CFC-MFE-EAC,,Mini Freshcream Eclairs,freshcream cakes,Fresh Cream,internal,ea
CFC-MFG-EAC,12033,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,Fresh Cream,internal,ea
CFC-MMT-EAC,,Mini Milk Tart,freshcream cakes,Fresh Cream,internal,ea
CFC-MTA-EAC,12028,Milk Tart Large,freshcream cakes,Fresh Cream,internal,ea
CFC-MTL-EAC,12029,Milk Tartlet,freshcream cakes,Fresh Cream,internal,ea
CFC-NOB-EAC,12032,No Bake Cake,freshcream cakes,Fresh Cream,internal,ea
CFC-SEF-EAC,30670,Eggless Small Freshcream Gateaux,freshcream cakes,Fresh Cream,internal,ea
CFC-FRU-010,10079,BD Fruit Cake 10,fruit cake,Fruitcake,internal,ea
CFC-FRU-012,10080,BDFruit Cake 12,fruit cake,Fruitcake,internal,ea
CFC-FRU-014,10081,BD Fruit Cake 14,fruit cake,Fruitcake,internal,ea
CFC-FRU-016,10082,BD Fruit Cake 16,fruit cake,Fruitcake,internal,ea
CFC-FRU-EAU,,Fruit Cake Pieces Unwrapped,fruit cake,Fruitcake,internal,ea
CFC-FRU-EAW,,Fruit Cake Pieces Wrapped,fruit cake,Fruitcake,internal,ea
CFR-CFR-012,30340,BD Round Fruitcake 12,fruit cake,Fruitcake,internal,ea
CFR-CFR-012,30340,BD Round Fruitcake 12,fruit cake,Fruitcake,internal,ea
CFR-CFR-014,30363,BD Round Fruitcake 14,fruit cake,Fruitcake,internal,ea
CFR-CFR-016,30364,BD Round Fruitcake 16,fruit cake,Fruitcake,internal,ea
CFR-CFR-016,30364,BD Round Fruitcake 16,fruit cake,Fruitcake,internal,ea
CEX-NUT-12,,12'' Nibbed Nuts Only,miscellaneous,miscellaneous,internal,ea
CEX-NUT-14,,14'' Nibbed Nuts Only,miscellaneous,miscellaneous,internal,ea
CEX-NUT-16,,16'' Nibbed Nuts Only,miscellaneous,miscellaneous,internal,ea
CEX-NUT-20,,20'' Nibbed Nuts Only,miscellaneous,miscellaneous,internal,ea
CEX-NUT-22,,22'' Nibbed Nuts Only,miscellaneous,miscellaneous,internal,ea
CEX-PEA-12,,12'' Peaches Slices Only,miscellaneous,miscellaneous,internal,ea
CEX-PEA-14,,14'' Peaches Slices Only,miscellaneous,miscellaneous,internal,ea
CEX-PEA-16,,16'' Peaches Slices Only,miscellaneous,miscellaneous,internal,ea
CEX-PEA-18,,18'' Peaches Slices Only,miscellaneous,miscellaneous,internal,ea
CEX-PEA-20,,20'' Peaches Slices Only,miscellaneous,miscellaneous,internal,ea
CEX-PEA-22,,22'' Peaches Slices Only,miscellaneous,miscellaneous,internal,ea
MIS - CCB-12,,Colour Cream - 12'',miscellaneous,miscellaneous,internal,ea
MIS - SCB-KGR,,Solid Colour Buttercream,miscellaneous,miscellaneous,internal,ea
MIS- CCB-14,,Colour Cream - 14'',miscellaneous,miscellaneous,internal,ea
MIS- FIT-EAC,,Happy Anniversary Cake Topper,miscellaneous,miscellaneous,external,ea
MIS- FON-EAC,,Fondant Writing,miscellaneous,miscellaneous,internal,ea
MIS-ACC-EAC,,Plastic Icing Baby Accessory Set,miscellaneous,miscellaneous,external,ea
MIS-AES-EACH,,Additional Espresso Shot,miscellaneous,miscellaneous,internal,ea
MIS-BAB-EAC,,Plastic icing Baby with blanket,miscellaneous,miscellaneous,internal,ea
MIS-BGM-EAC,30540,Bride & Groom Meduim,miscellaneous,miscellaneous,external,ea
MIS-BGS-EAC,30541,Bride & Groom Small,miscellaneous,miscellaneous,external,ea
MIS-BMV-EAC,8100,Mvutu Bar One,miscellaneous,miscellaneous,internal,ea
MIS-BOO-EAC,,Plastic icing Booties,miscellaneous,miscellaneous,internal,ea
MIS-BRP-EAC,,Big Roses With Polysterene,miscellaneous,miscellaneous,internal,ea
MIS-CAN-EAC,30516,Cancellation,miscellaneous,miscellaneous,internal,ea
MIS-HEL-5LTR,,Heluim Small Cylinder,consumables,Consumables,external,ea
MIS-CAT-EAC,,Cake Toppers Acyrlic,miscellaneous,miscellaneous,external,ea
MIS-CBC-BDC,,Chocolate Buttercream -Birthday Cake,miscellaneous,miscellaneous,internal,ea
MIS-CCB-16,,Colour Cream - 16'',miscellaneous,miscellaneous,internal,ea
MIS-CCB-18,,Colour Cream - 18'',miscellaneous,miscellaneous,internal,ea
MIS-CCB-20,,Colour Cream - 20'',miscellaneous,miscellaneous,internal,ea
MIS-CCB-22,,Colour Cream - 22'',miscellaneous,miscellaneous,internal,ea
MIS-CHA-EAC,,Service Charge for Changes,miscellaneous,miscellaneous,internal,ea
MIS-CHT-EAC,,Figure Cake Topper,miscellaneous,miscellaneous,external,ea
MIS-MAT-EAC,60069795,Matches,consumables,Consumables,external,ea
MIS-CHW-EAC,30523,Choc Writing,miscellaneous,miscellaneous,internal,ea
MIS-CUP-EAC,8016,Foam Cups 250ml,miscellaneous,miscellaneous,external,ea
MIS-CWR-EAC,,Customised Writing,miscellaneous,miscellaneous,internal,ea
MIS-DAO-EAC,,Day Old Cakes,miscellaneous,miscellaneous,internal,ea
MIS-DBC-012,23002,Dbl Choc 12,miscellaneous,miscellaneous,internal,ea
MIS-DBC-014,24002,Dbl Choc 14,miscellaneous,miscellaneous,internal,ea
MIS-DBC-016,25002,Dbl Choc 16,miscellaneous,miscellaneous,internal,ea
MIS-DBC-018,26002,Dbl Choc 18,miscellaneous,miscellaneous,internal,ea
MIS-DBC-020,27002,Dbl Choc 20,miscellaneous,miscellaneous,internal,ea
MIS-DBC-022,28002,Dbl Choc 22,miscellaneous,miscellaneous,internal,ea
MIS-OOH-EACH,,Overheads,consumables,Consumables,external,ea
MIS-PAN-EAC,60094391,Panado,consumables,Consumables,external,ea
MIS-PLA-EAC,8019,Plasters,consumables,Consumables,external,ea
PAC- NAB-EAC,,Name Badges,consumables,Consumables,external,ea
PAC-VPC-EAC,,Vinyl Print Coffee Boards,consumables,Consumables,external,ea
MIS-DBV-012,23001,Dbl Vanilla 12,miscellaneous,miscellaneous,internal,ea
PAC-WRG-EAC,,Wrist Guard,consumables,Consumables,external,ea
MIS-DBV-014,24001,Dbl Vanilla 14,miscellaneous,miscellaneous,internal,ea
MIS-DBV-016,25001,Dbl Vanilla 16,miscellaneous,miscellaneous,internal,ea
MIS-DBV-018,26001,Dbl Vanilla 18,miscellaneous,miscellaneous,internal,ea
MIS-DBV-020,27001,Dbl Vanilla 20,miscellaneous,miscellaneous,internal,ea
XDA-FLO-KGR,,Flora light,consumables,Consumables,external,kg
MIS-DBV-022,28001,Dbl Vanilla 22,miscellaneous,miscellaneous,internal,ea
MIS-DEL-EAC,,Delivery,miscellaneous,miscellaneous,internal,ea
MIS-DMV-EACH,8099,Mvutu Donut 4s,miscellaneous,miscellaneous,internal,ea
MIS-DOS-EAC,8202,Day Old Scones,miscellaneous,miscellaneous,internal,ea
MIS-EPO-EAC,30422,Edible Picture Only,miscellaneous,miscellaneous,external,ea
MIS-FCB-EAC,,Balloons -Foil Character,miscellaneous,miscellaneous,external,ea
MIS-FFL-EAC,,Fresh Flowers Each,miscellaneous,miscellaneous,external,ea
XDE-DIW-EAC,,Diwali Sticker,consumables,Consumables,external,ea
MIS-FGB-EAC,,Balloons-Foil General,miscellaneous,miscellaneous,external,ea
MIS-FMG-EAC,,Balloons- Foil Number Gold,miscellaneous,miscellaneous,external,ea
MIS-FNG-EAC,,Balloons- Foil Number Rose Gold,miscellaneous,miscellaneous,external,ea
XDE-RIB-EAC,30198,Ribbon,consumables,Consumables,external,meter
MIS-FNR-EAC,,Balloons-Foil Number Rainbow Splash,miscellaneous,miscellaneous,external,ea
MIS-FNS-EAC,,Balloons- Foil Number Silver,miscellaneous,miscellaneous,external,ea
MIS-FWO-EACH,,Fondant Wording,miscellaneous,miscellaneous,external,ea
MIS-GBE-EAC,8017,Gold Beads,miscellaneous,miscellaneous,external,ea
MIS-GWR-EAC,30521,Gold Writing,miscellaneous,miscellaneous,external,ea
MIS-HBT-EAC,,Happy Birthday Cake Topper,miscellaneous,miscellaneous,external,ea
MIS-HEL-LAR,,Heluim Large,miscellaneous,miscellaneous,external,ea
MIS-HEL-SML,,Heluim Small,miscellaneous,miscellaneous,external,ea
MIS-LEA-EAC,8018,Leaves,miscellaneous,miscellaneous,external,ea
MIS-MGR-EAC,8035,Rib Metallic Gold,miscellaneous,miscellaneous,external,ea
YBU-JUG-2LT,,Jug Plastic 2 litre,consumables,Consumables,external,ea
MIS-MSR-EAC,8036,Rib Metallic Silver,miscellaneous,miscellaneous,external,ea
MIS-MVU-EAC,8032,Mvutu,miscellaneous,miscellaneous,external,ea
MIS-NOV-EAC,30524,Novelities Sets,miscellaneous,miscellaneous,external,ea
YBU-JUG-5LT,,Jug Plastic 5 litre,consumables,Consumables,external,ea
MIS-PLD-EAC,,Platter Dip 70ml,miscellaneous,miscellaneous,external,ea
MIS-RAS-EACH,,Rakhi String,miscellaneous,miscellaneous,external,ea
MIS-RMV-EAC,8033,Mvutu Rainbow,miscellaneous,miscellaneous,external,ea
MIS-ROS-EAC,8020,Roses,miscellaneous,miscellaneous,external,ea
MIS-RSS-EAC,,Roses Small New Assorted Colours,miscellaneous,miscellaneous,external,ea
MIS-SBE-EAC,8030,Silver Beads,miscellaneous,miscellaneous,external,ea
MIS-SCB-EAC,,Balloons- Stick Character,miscellaneous,miscellaneous,external,ea
MIS-SDC-EAC,30515,Same Day Charge,miscellaneous,miscellaneous,external,ea
MIS-SFB-EAC,,Sign Happy Birthday Gold Foil,miscellaneous,miscellaneous,external,ea
MIS-SGA-EAC,8026,Sign H.A. Gold,miscellaneous,miscellaneous,external,ea
MIS-SGB-EAC,8028,Sign H.B. Gold,miscellaneous,miscellaneous,external,ea
MIS-STG-EAC,,Balloons-Stick General,miscellaneous,miscellaneous,external,ea
MIS-STR-EAC,,Strawberry,miscellaneous,miscellaneous,external,ea
MIS-SWR-EAC,30522,Silver Writing,miscellaneous,miscellaneous,external,ea
MIS-TOO-EAC,,Toothpicks 1000s,miscellaneous,miscellaneous,external,ea
MIS-WHC-EAC,,Additional Whipped Cream,miscellaneous,miscellaneous,external,ea
MIS-XSR-EAC,,Xmas Sticker Scroll English,miscellaneous,miscellaneous,external,ea
SRC-CHO-CRE,,Choc Cream -20 Fig On Base,miscellaneous,miscellaneous,internal,kg
SRN-CML-016,,Caramel Spread only - on 16,miscellaneous,miscellaneous,internal,ea
