Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Treatment,Branch
0,OD400,,Iron Brew 300ml,drink,external,2009,Iron Brew 300ml,,DRI-IRO-300,15,,OD400 - Umhlanga
0,OD400,,Iron Brew 330ml Can,drink,external,5449000106261,Iron Brew 330ml Can,,DRI-IRO-330,15,,OD400 - Umhlanga
16.52,OD400,,Clover Krush 100% Apple,juice,external,6001299049668,Clover Krush 100% Apple,,DRI-KAPP-500ML,25,,OD400 - Umhlanga
17.39,OD400,,Clover Krush 6 Fruit £ Fibre,juice,external,6001299045813,Clover Krush 6 Fruit £ Fibre,,DRI-KFF-500ML,25,,OD400 - Umhlanga
17.39,OD400,,Clover Krush 100% Orange,juice,external,6001299010101,Clover Krush 100% Orange,,DRI-KOR-500ML,25,,OD400 - Umhlanga
0,OD400,,Latte Short,drink,internal,0,Latte Short,,DRI-LATT-250ML,32,,OD400 - Umhlanga
0,OD400,,Macchiato Short,drink,internal,0,Macchiato Short,,DRI-MAC-250ML,26,,OD400 - Umhlanga
0,OD400,,Macchiato Tall,drink,internal,0,Macchiato Tall,,DRI-MAC-350ML,30,,OD400 - Umhlanga
0,OD400,,OD Bubblegum Milkshake,drink,internal,0,OD Bubblegum Milkshake,,DRI-MBU-EAC,40,,OD400 - Umhlanga
0,OD400,,OD Chocolate Milkshake,drink,internal,0,OD Chocolate Milkshake,,DRI-MCH-EAC,40,,OD400 - Umhlanga
15.6991,OD400,,Monster Engery 500ml,drink,external,5060166698874,Monster Engery 500ml,,DRI-MEN-500,25,,OD400 - Umhlanga
0,OD400,,OD Lime Milkshake,drink,internal,0,OD Lime Milkshake,,DRI-MLI-EAC,40,,OD400 - Umhlanga
15.6991,OD400,,Monster Mucho Logo 500ml,drink,external,5060517888299,Monster Mucho Logo 500ml,,DRI-MML-500,25,,OD400 - Umhlanga
0,OD400,,Mocha Short,drink,internal,0,Mocha Short,,DRI-MOC-250ML,40,,OD400 - Umhlanga
0,OD400,,Mocha Tall,drink,internal,0,Mocha Tall,,DRI-MOC-350ML,45,,OD400 - Umhlanga
0,OD400,,Mocha Freezo Short,drink,internal,0,Mocha Freezo Short,,DRI-MOF-250ML,50,,OD400 - Umhlanga
0,OD400,,Mocha Freezo Tall,drink,internal,0,Mocha Freezo Tall,,DRI-MOF-350ML,55,,OD400 - Umhlanga
15.6991,OD400,,Monster Original,drink,external,5060517888664,Monster Original,,DRI-MON-330,25,,OD400 - Umhlanga
0,OD400,,OD Strawberry Milkshake,drink,internal,0,OD Strawberry Milkshake,,DRI-MST-EAC,40,,OD400 - Umhlanga
0,OD400,,OD Vanilla Milkshake,drink,internal,0,OD Vanilla Milkshake,,DRI-MVA-EAC,40,,OD400 - Umhlanga
0,OD400,,OD Berry Smoothie,drink,internal,0,OD Berry Smoothie,,DRI-OBS-EAC,65,,OD400 - Umhlanga
0,OD400,,OD Mango Smoothie,drink,internal,0,OD Mango Smoothie,,DRI-OMS-EAC,65,,OD400 - Umhlanga
0,OD400,,OD Oreo Milkshake,drink,internal,0,OD Oreo Milkshake,,DRI-OOM-EAC,45,,OD400 - Umhlanga
0,OD400,,OD Peanut Butter Smoothie,drink,internal,0,OD Peanut Butter Smoothie,,DRI-OSP-EAC,65,,OD400 - Umhlanga
11.442,OD400,,Powerade Blueberry 500ml,drink,external,54490482,Powerade Blueberry 500ml,,DRI-PBB-EAC,20,,OD400 - Umhlanga
6.8045,OD400,,Predator Gold Energy Drink 500ml,drink,external,5060517888848,Predator Gold Energy Drink 500ml,,DRI-PGE-500,20,,OD400 - Umhlanga
11.442,OD400,,Powerade Jagged Ice,drink,external,90492488,Powerade Jagged Ice,,DRI-PJI-EAC,20,,OD400 - Umhlanga
10.6412,OD400,,Powerade Naartjie,drink,external,90492501,Powerade Naartjie,,DRI-PNA-500ML,20,,OD400 - Umhlanga
0,OD400,,Powerplay,drink,external,0,Powerplay,,DRI-PPL-EAC,20,,OD400 - Umhlanga
13.04,OD400,,Red Bull 250ml,drink,external,9002490100070,Red Bull 250ml,,DRI-REB-EAC,25,,OD400 - Umhlanga
0,OD400,,Red Cappuccino,drink,external,0,Red Cappuccino,,DRI-REC-350ML,40,,OD400 - Umhlanga
0,OD400,,Spar C/Soda 1250ml,drink,external,2017,Spar C/Soda 1250ml,,DRI-SCS-125,12,,OD400 - Umhlanga
16.8983,OD400,,Spar C\Soda 2lt,drink,external,6001134087305,Spar C\Soda 2lt,,DRI-SCS-2LT,30,,OD400 - Umhlanga
9.6704,OD400,,Spar C/Soda 300ml,drink,external,5449000257536,Spar C/Soda 300ml,,DRI-SCS-300,15,,OD400 - Umhlanga
8.0212,OD400,,Spar C/Soda 330ml Can,drink,external,5449000106322,Spar C/Soda 330ml Can,,DRI-SCS-330,15,,OD400 - Umhlanga
10.007,OD400,,Spar Cream Soda 440ml Buddy,drink,external,5449000664846,Spar Cream Soda 440ml Buddy,,DRI-SCS-500,20,,OD400 - Umhlanga
0,OD400,,Spar Iron Brew 1250ml,drink,external,2011,Spar Iron Brew 1250ml,,DRI-SIB-125,12,,OD400 - Umhlanga
9.1737,OD400,,Sprite 500ml Can,drink,external,,Sprite 500ml Can,,DRI-SPI-500,18,,OD400 - Umhlanga
0,OD400,,Spar Pine Nut 1250ml,drink,external,2012,Spar Pine Nut 1250ml,,DRI-SPN-125,12,,OD400 - Umhlanga
12.5883,OD400,,Spar Sparbry Pine Nut 2ltr,drink,external,5449000117977,Spar Sparbry Pine Nut 2ltr,,DRI-SPN-2LT,30,,OD400 - Umhlanga
10.935,OD400,,Sprite 1 litre,drink,external,5449000234612,Sprite 1 litre,,DRI-SPR-125,22,,OD400 - Umhlanga
19.4783,OD400,,Sprite 2l,drink,external,5449000234636,Sprite 2l,,DRI-SPR-2LT,30,,OD400 - Umhlanga
8.2862,OD400,,Sprite 300ml Can,drink,external,5449000257222,Sprite 300ml Can,,DRI-SPR-300,15,,OD400 - Umhlanga
8.4675,OD400,,Sprite 330ml Can,drink,external,5449000014535,Sprite 330ml Can,,DRI-SPR-330,15,,OD400 - Umhlanga
9.1737,OD400,,Sprite 400ml can,drink,external,5449000257239,Sprite 400ml can,,DRI-SPR-440,15,,OD400 - Umhlanga
10.007,OD400,,Sprite 440ml Buddy,drink,external,5449000234643,Sprite 440ml Buddy,,DRI-SPR-500,20,,OD400 - Umhlanga
0,OD400,,Sprite Zero 2l,drink,external,5449000104885,Sprite Zero 2l,,DRI-SPZ-2LT,30,,OD400 - Umhlanga
0,OD400,,Sprite Zero 330ml Can,5rink,external,5449000106704,Sprite Zero 330ml Can,,DRI-SPZ-330,15,,OD400 - Umhlanga
8.4675,OD400,,Sprite Zero 500ml,drink,external,5449000109613,Sprite Zero 500ml,,DRI-SPZ-500,18,,OD400 - Umhlanga
10.007,OD400,,Sparletta Raspberry 440ml Buddy,drink,external,5449000664853,Sparletta Raspberry 440ml Buddy,,DRI-SRB-500,20,,OD400 - Umhlanga
0,OD400,,Sparletta 1250ml,drink,external,6001134005507,Sparletta 1250ml,,DRI-SSB-125,12,,OD400 - Umhlanga
16.8983,OD400,,Spar Sparberry 2LTR,drink,external,6001134687307,Spar Sparberry 2LTR,,DRI-SSB-2LT,30,,OD400 - Umhlanga
9.6704,OD400,,Spar Sparbry 300ml Can,drink,external,5449000257628,Spar Sparbry 300ml Can,,DRI-SSB-330,13,,OD400 - Umhlanga
7.2841,OD400,,Spar Stoney 330ml Can,drink,external,5449000106421,Spar Stoney 330ml Can,,DRI-SST-330,15,,OD400 - Umhlanga
10.935,OD400,,Stoney 1 litre,drink,external,5449000064950,Stoney 1 litre,,DRI-STO-125,22,,OD400 - Umhlanga
19.4783,OD400,,Stoney Ginger Beer 2lt,drink,external,6001134707302,Stoney Ginger Beer 2lt,,DRI-STO-2LT,30,,OD400 - Umhlanga
9.1737,OD400,,Stoney 400ml can,drink,external,5449000257413,Stoney 400ml can,,DRI-STO-440,15,,OD400 - Umhlanga
10.007,OD400,,Stoney -gingerbeer 440ml Buddy,drink,external,5449000664808,Stoney -gingerbeer 440ml Buddy,,DRI-STO-500,20,,OD400 - Umhlanga
0,OD400,,Still Water,drink,external,30607,Still Water,,DRI-STW-EAC,15,,OD400 - Umhlanga
12.5883,OD400,,Twist Gran 2l,drink,external,5449000098580,Twist Gran 2l,,DRI-TWG-2LT,30,,OD400 - Umhlanga
0,OD400,,Twist Gran 300ml,drink,external,2016,Twist Gran 300ml,,DRI-TWG-300,15,,OD400 - Umhlanga
6.6258,OD400,,Twist Gran 300ml Can,drink,external,5449000257567,Twist Gran 300ml Can,,DRI-TWG-330,15,,OD400 - Umhlanga
9.2933,OD400,,Twist Gran 440ml Buddy,drink,external,5449000664839,Twist Gran 440ml Buddy,,DRI-TWG-500,20,,OD400 - Umhlanga
12.5883,OD400,,Twist Lemon 2l,drink,external,5449000060082,Twist Lemon 2l,,DRI-TWL-2LT,30,,OD400 - Umhlanga
8.2862,OD400,,Twist Lemon 300ml Can,drink,external,5449000257505,Twist Lemon 300ml Can,,DRI-TWL-330,15,,OD400 - Umhlanga
9.2933,OD400,,Twist Lemon 500ml,drink,external,40822747,Twist Lemon 500ml,,DRI-TWL-500,18,,OD400 - Umhlanga
0,OD400,,Vanilla Freezo,drink,internal,0,Vanilla Freezo,,DRI-VAF-EAC,40,,OD400 - Umhlanga
0,OD400,,Fanta What The Flavour 2litre,drink,external,5449000308146,Fanta What The Flavour 2litre,,DRI-WTF-2LTR,30,,OD400 - Umhlanga
0,OD400,,Juice Krush Fruit Nectar 500ml,juice,external,6001299024634,Juice Krush Fruit Nectar 500ml,,JUI- FNB-500ML,25,,OD400 - Umhlanga
8.3329,OD400,,Energade 500ml Blueberry,drink,external,6001324254371,Energade 500ml Blueberry,,JUI-EBL-500,20,,OD400 - Umhlanga
9.4204,OD400,,Energade 500ml Grape,drink,external,6001324238098,Energade 500ml Grape,,JUI-EGR-500,20,,OD400 - Umhlanga
0,OD400,,Energade 500ml Lemon & Lime,drink,external,6001324217338,Energade 500ml Lemon & Lime,,JUI-ELL-500,20,,OD400 - Umhlanga
8.3329,OD400,,Energade 500ml Mixed Berry,drink,external,6001324299556,Energade 500ml Mixed Berry,,JUI-EMB-500,20,,OD400 - Umhlanga
7.2458,OD400,,Energade 500ml Naartjie,drink,external,6001324217253,Energade 500ml Naartjie,,JUI-ENA-500,20,,OD400 - Umhlanga
0,OD400,,Energade 500ml Orange,drink,external,6001324217178,Energade 500ml Orange,,JUI-ENO-500,20,,OD400 - Umhlanga
8.3329,OD400,,Energade 500ml Tropical,drink,external,6001324238173,Energade 500ml Tropical,,JUI-ETR-500,20,,OD400 - Umhlanga
17.39,OD400,,Clover Krush  100% Mango,juice,external,6001299010118,Clover Krush 100% Mango,,JUI-KRM-500ML,25,,OD400 - Umhlanga
20.86,OD400,,Juice 2l Orange Nectar,juice,external,6001299043079,Juice 2l Orange Nectar,,JUI-ORA-2LT,32,,OD400 - Umhlanga
11.3,OD400,,Juice 500ml Orange Nectar,juice,external,6001299007521,Juice 500ml Orange Nectar,,JUI-ORA-500,16,,OD400 - Umhlanga
12.17,OD400,,Tropika 500ml Orange,juice,external,6001299007965,Tropika 500ml Orange,,JUI-TRO-500,20,,OD400 - Umhlanga
12.17,OD400,,Tropika 500ml Pineapple,juice,external,6001299007972,Tropika 500ml Pineapple,,JUI-TRP-500,20,,OD400 - Umhlanga
0,OD400,,Lamb Samoosa,savoury,external,,Lamb Samoosa,,Lamb Samoosa,8,,OD400 - Umhlanga
0,OD400,,Almond Milk,ingredient,external,0,Almond Milk,,MIL-ALM-EAC,10,,OD400 - Umhlanga
19,OD400,,Milk 1l Full Cream,ingredient,external,6001299025402,Milk 1l Full Cream,,MIL-MFC-1LT,30,,OD400 - Umhlanga
9.5,OD400,,Milk 250ml Full Cream,ingredients,external,6001299025419,Milk 250ml Full Cream,,MIL-MFC-250,18,,OD400 - Umhlanga
11.71,OD400,,Milk 500ml Full Cream,miscellaneous,external,6001299025440,Milk 500ml Full Cream,,MIL-MFC-500,16,,OD400 - Umhlanga
0,OD400,,Oat Milk,ingredient,external,0,Oat Milk,,MIL-OAT-EAC,10,,OD400 - Umhlanga
11.3,OD400,,Super M 300ml Banana,drink,external,6001299044540,Super M 300ml Banana,,MIL-SMB-EAC,18,,OD400 - Umhlanga
11.3,OD400,,Super M 300ml Chocolate,drink,external,6001299044601,Super M 300ml Chocolate,,MIL-SMC-EAC,18,,OD400 - Umhlanga
11.3,OD400,,Super M 300ml Cream Soda,drink,external,6001299044663,Super M 300ml Cream Soda,,MIL-SMO-EAC,18,,OD400 - Umhlanga
11.3,OD400,,Super M 300ml Strawberry,drink,external,6001299044519,Super M 300ml Strawberry,,MIL-SMS-EAC,18,,OD400 - Umhlanga
0,OD400,,Soy Milk,ingredient,external,0,Soy Milk,,MIL-SOY-EAC,10,,OD400 - Umhlanga
0,OD400,,Colour Cream - 12'',miscellaneous,internal,0,Colour Cream - 12'',,MIS - CCB-12,80,,OD400 - Umhlanga
0,OD400,,Solid Colour Buttercream,miscellaneous,internal,0,Solid Colour Buttercream,,MIS - SCB-KGR,100,,OD400 - Umhlanga
0,OD400,,Colour Cream - 14'',miscellenous,internal,0,Colour Cream - 14'',,MIS- CCB-14,80,,OD400 - Umhlanga
52.174,OD400,,Happy Anniversary Cake Topper,miscellaneous,external,0,Happy Anniversary Cake Topper,,MIS- FIT-EAC,100,,OD400 - Umhlanga
0,OD400,,Fondant Writing,miscellenous,internal,0,Fondant Writing,,MIS- FON-EAC,150,,OD400 - Umhlanga
0,OD400,,Plastic Icing Baby Accessory Set,miscellaneous,external,0,Plastic Icing Baby Accessory Set,,MIS-ACC-EAC,60,,OD400 - Umhlanga
0,OD400,,Additional Espresso Shot,miscellenous,internal,0,Additional Espresso Shot,,MIS-AES-EACH,10,,OD400 - Umhlanga
0,OD400,,Picture,ingredient,external,30421,Picture,,MIS-API-EAC,90,,OD400 - Umhlanga
0,OD400,,Plastic icing Baby with blanket,miscellaneous,internal,0,Plastic icing Baby with blanket,,MIS-BAB-EAC,40,,OD400 - Umhlanga
0,OD400,,Bride & Groom Meduim,miscellaneous,external,30540,Bride & Groom Meduim,,MIS-BGM-EAC,80,,OD400 - Umhlanga
0,OD400,,Bride & Groom Small,miscellenous,external,30541,Bride & Groom Small,,MIS-BGS-EAC,60,,OD400 - Umhlanga
0,OD400,,Plastic icing Booties,miscellenous,internal,0,Plastic icing Booties,,MIS-BOO-EAC,60,,OD400 - Umhlanga
0,OD400,,Cancellation,miscellaneous,internal,30516,Cancellation,,MIS-CAN-EAC,30,,OD400 - Umhlanga
52.174,OD400,,Cake Toppers Acyrlic,miscellenous,external,0,Cake Toppers Acyrlic,,MIS-CAT-EAC,120,,OD400 - Umhlanga
0,OD400,,Chocolate Buttercream -Birthday Cake,miscellaneous,internal,0,Chocolate Buttercream -Birthday Cake,,MIS-CBC-BDC,30,,OD400 - Umhlanga
0,OD400,,Colour Cream - 16'',miscellenous,internal,0,Colour Cream - 16'',,MIS-CCB-16,120,,OD400 - Umhlanga
0,OD400,,Colour Cream - 18'',miscellenous,internal,0,Colour Cream - 18'',,MIS-CCB-18,120,,OD400 - Umhlanga
0,OD400,,Colour Cream - 20'',miscellenous,internal,0,Colour Cream - 20'',,MIS-CCB-20,180,,OD400 - Umhlanga
0,OD400,,Colour Cream - 22'',miscellaneous,internal,0,Colour Cream - 22'',,MIS-CCB-22,180,,OD400 - Umhlanga
0,OD400,,Service Charge for Changes,miscellaneous,internal,0,Service Charge for Changes,,MIS-CHA-EAC,20,,OD400 - Umhlanga
0,OD400,,Figure Cake Topper,miscellenous,external,0,Figure Cake Topper,,MIS-CHT-EAC,100,,OD400 - Umhlanga
0,OD400,,Choc Writing,miscellaneous,internal,30523,Choc Writing,,MIS-CHW-EAC,20,,OD400 - Umhlanga
0,OD400,,Candle Assorted Sparkle (6s),candle,external,0,Candle Assorted Sparkle (6s),,MIS-CSA-(6S),100,,OD400 - Umhlanga
0,OD400,,Candle Sparkle Gold (6s),candle,external,0,Candle Sparkle Gold (6s),,MIS-CSG-(6s),100,,OD400 - Umhlanga
0.3,OD400,,Foam Cups 250ml,miscellaneous,external,8016,Foam Cups 250ml,,MIS-CUP-EAC,1,,OD400 - Umhlanga
0,OD400,,Customised Writing,miscellaneous,internal,0,Customised Writing,,MIS-CWR-EAC,10,,OD400 - Umhlanga
0,OD400,,Day Old Cakes,miscellenous,internal,0,Day Old Cakes,,MIS-DAO-EAC,8,,OD400 - Umhlanga
0,OD400,,Dbl Choc 12,miscellaneous,internal,23002,Dbl Choc 12,,MIS-DBC-012,20,,OD400 - Umhlanga
0,OD400,,Dbl Choc 14,miscellaneous,internal,24002,Dbl Choc 14,,MIS-DBC-014,20,,OD400 - Umhlanga
0,OD400,,Dbl Choc 16,miscellaneous,internal,25002,Dbl Choc 16,,MIS-DBC-016,20,,OD400 - Umhlanga
0,OD400,,Dbl Choc 18,miscellaneous,internal,26002,Dbl Choc 18,,MIS-DBC-018,25,,OD400 - Umhlanga
0,OD400,,Dbl Choc 20,miscellaneous,internal,27002,Dbl Choc 20,,MIS-DBC-020,25,,OD400 - Umhlanga
0,OD400,,Dbl Choc 22,miscellaneous,internal,28002,Dbl Choc 22,,MIS-DBC-022,25,,OD400 - Umhlanga
30.43,OD400,,Delivery,miscellaneous,internal,0,Delivery,,MIS-DEL-EAC,0,,OD400 - Umhlanga
800,OD400,,Oven Delights Flags,consumables,internal,30856,Oven Delights Flags,,MIS-DOR-EAC,15,,OD400 - Umhlanga
0,OD400,,Day Old Scones,miscellaneous,internal,8202,Day Old Scones,,MIS-DOS-EAC,17,,OD400 - Umhlanga
0,OD400,,Edible Picture Only,miscellaneous,external,30422,Edible Picture Only,,MIS-EPO-EAC,200,,OD400 - Umhlanga
0,OD400,,Balloons -Foil Character,miscellenous,external,0,Balloons -Foil Character,,MIS-FCB-EAC,50,,OD400 - Umhlanga
0,OD400,,Fresh Flowers  Each,miscellenous,external,0,Fresh Flowers Each,,MIS-FFL-EAC,30,,OD400 - Umhlanga
0,OD400,,Balloons-Foil General,miscellaneous,external,0,Balloons-Foil General,,MIS-FGB-EAC,50,,OD400 - Umhlanga
0,OD400,,Balloons- Foil Number Gold,miscellenous,external,0,Balloons- Foil Number Gold,,MIS-FMG-EAC,100,,OD400 - Umhlanga
0,OD400,,Balloons- Foil Number Rose Gold,miscellenous,external,0,Balloons- Foil Number Rose Gold,,MIS-FNG-EAC,100,,OD400 - Umhlanga
0,OD400,,Balloons-Foil Number Rainbow Splash,miscellenous,external,0,Balloons-Foil Number Rainbow Splash,,MIS-FNR-EAC,100,,OD400 - Umhlanga
0,OD400,,Balloons- Foil Number Silver,miscellaneous,external,0,Balloons- Foil Number Silver,,MIS-FNS-EAC,100,,OD400 - Umhlanga
0,OD400,,Balloons-Foil Number White Gold,packaging,external,0,Balloons-Foil Number White Gold,,MIS-FNW-EAC,100,,OD400 - Umhlanga
0,OD400,,Gold Beads,miscellaneous,external,8017,Gold Beads,,MIS-GBE-EAC,10,,OD400 - Umhlanga
0,OD400,,Gold Writing,miscellaneous,external,30521,Gold Writing,,MIS-GWR-EAC,20,,OD400 - Umhlanga
52.17,OD400,,Happy Birthday Cake Topper,miscellaneous,external,0,Happy Birthday Cake Topper,,MIS-HBT-EAC,100,,OD400 - Umhlanga
0,OD400,,Heluim Small Cylinder,consumables,external,0,Heluim Small Cylinder,,MIS-HEL-5LTR,,,OD400 - Umhlanga
24.35,OD400,,Heluim Large,miscellaneous,external,0,Heluim Large,,MIS-HEL-LAR,100,,OD400 - Umhlanga
14.78,OD400,,Heluim Small,miscellenous,external,0,Heluim Small,,MIS-HEL-SML,50,,OD400 - Umhlanga
0,OD400,,Leaves,miscellaneous,external,8018,Leaves,,MIS-LEA-EAC,3,,OD400 - Umhlanga
34,OD400,,Matches,consumables,external,60069795,Matches,,MIS-MAT-EAC,1,,OD400 - Umhlanga
0,OD400,,Rib Metallic Gold,miscellaneous,external,8035,Rib Metallic Gold,,MIS-MGR-EAC,20,,OD400 - Umhlanga
0,OD400,,Rib Metallic Silver,miscellaneous,external,8036,Rib Metallic Silver,,MIS-MSR-EAC,20,,OD400 - Umhlanga
0,OD400,,Mvutu,miscellaneous,external,8032,Mvutu,,MIS-MVU-EAC,6,,OD400 - Umhlanga
0,OD400,,Novelities Sets,miscellaneous,external,30524,Novelities Sets,,MIS-NOV-EAC,120,,OD400 - Umhlanga
0,OD400,,Overheads,consumables,external,0,Overheads,,MIS-OOH-EACH,,,OD400 - Umhlanga
0,OD400,,Plasters,consumables,external,8019,Plasters,,MIS-PLA-EAC,0.8,,OD400 - Umhlanga
20,OD400,,Rakhi String,miscellenous,external,0,Rakhi String,,MIS-RAS-EACH,30,,OD400 - Umhlanga
0,OD400,,Ribbon Picture,ingredient,external,10299,Ribbon Picture,,MIS-RIP-EAC,150,,OD400 - Umhlanga
0,OD400,,Mvutu Rainbow,miscellaneous,external,8033,Mvutu Rainbow,,MIS-RMV-EAC,5,,OD400 - Umhlanga
0,OD400,,Roses,miscellaneous,external,8020,Roses,,MIS-ROS-EAC,12,,OD400 - Umhlanga
0,OD400,,Silver Beads,miscellaneous,external,8030,Silver Beads,,MIS-SBE-EAC,10,,OD400 - Umhlanga
0,OD400,,Balloons- Stick Character,miscellenous,external,0,Balloons- Stick Character,,MIS-SCB-EAC,50,,OD400 - Umhlanga
0,OD400,,Same Day Charge,miscellaneous,external,30515,Same Day Charge,,MIS-SDC-EAC,30,,OD400 - Umhlanga
0,OD400,,Sign H.A. Gold,miscellaneous,external,8026,Sign H.A. Gold,,MIS-SGA-EAC,10,,OD400 - Umhlanga
0,OD400,,Sign H.B. Gold,miscellaneous,external,8028,Sign H.B. Gold,,MIS-SGB-EAC,10,,OD400 - Umhlanga
0,OD400,,Balloons-Stick General,miscellaneous,external,0,Balloons-Stick General,,MIS-STG-EAC,50,,OD400 - Umhlanga
0,OD400,,Silver Writing,miscellaneous,external,30522,Silver Writing,,MIS-SWR-EAC,15,,OD400 - Umhlanga
0,OD400,,Additional Whipped Cream,miscellaneous,external,0,Additional Whipped Cream,,MIS-WHC-EAC,7,,OD400 - Umhlanga
0,OD400,,Xmas Sticker Scroll English,miscellaneous,external,0,Xmas Sticker Scroll English,,MIS-XSR-EAC,,,OD400 - Umhlanga
0,OD400,,F3 Double Wall Pie box,packaging,external,0,F3 Double Wall Pie box,,PAC -F3D-EAC,,,OD400 - Umhlanga
2.396,OD400,,Bag Brown Thrifty Paper Bag Large,packaging,external,0,Bag Brown Thrifty Paper Bag Large,,PAC- BTL-EACH,,,OD400 - Umhlanga
0,OD400,,Cup Clear 350ML,packaging,external,0,Cup Clear 350ML,,PAC- CUC-350ML,,,OD400 - Umhlanga
0.24,OD400,,Hamburger Base Black F60,packaging,external,0,Hamburger Base Black F60,,PAC- HAB-EAC,,,OD400 - Umhlanga
0,OD400,,Lids Clear 350ML,packaging,external,0,Lids Clear 350ML,,PAC- LIC- 350ML,,,OD400 - Umhlanga
0,OD400,,Cup Cake Boxes With Inserts,packaging,external,0,Cup Cake Boxes With Inserts,,PAC- MIN-EAC,,,OD400 - Umhlanga
20,OD400,,Name Badges,consumables,external,0,Name Badges,,PAC- NAB-EAC,,,OD400 - Umhlanga
1.017,OD400,,Square Desert Lid,packaging,external,0,Square Desert Lid,,PAC- SDL-EAC,,,OD400 - Umhlanga
0.3457,OD400,,83X54X300 30mic,packaging,external,0,83X54X300 30mic,,PAC-083-EAC,0,,OD400 - Umhlanga
0.3457,OD400,,83X54X300 30mic,packaging,external,0,83X54X300 30mic,,PAC-083-EAC,,,OD400 - Umhlanga
12.8609740576497,OD400,,12x12x6,packaging,external,30254,12x12x6,,PAC-12X-EAC,,,OD400 - Umhlanga
13.3490218031821,OD400,,14X14X6,packaging,external,30255,14X14X6,,PAC-14X-EAC,,,OD400 - Umhlanga
15.7878264001441,OD400,,16x16x6,packaging,external,30256,16x16x6,,PAC-16X-EAC,,,OD400 - Umhlanga
14.44,OD400,,18X18X5 High,packaging,external,30257,18X18X5 High,,PAC-18H-EAC,,,OD400 - Umhlanga
19.271746031746,OD400,,18X18X6,packaging,external,30258,18X18X6,,PAC-18X-EAC,,,OD400 - Umhlanga
1.84550327957331,OD400,,196T swissroll folder,packaging,external,30267,196T swissroll folder,,PAC-196-EAC,,,OD400 - Umhlanga
0.32012358974359,OD400,,Foil Container 100 (200IL),packaging,external,30291,Foil Container 100 (200IL),,PAC-200-EAC,,,OD400 - Umhlanga
0,OD400,,20X20X5 High,packaging,external,30266,20X20X5 High,,PAC-20H-EAC,,,OD400 - Umhlanga
28.5702102102102,OD400,,20X20X6,packaging,external,30259,20X20X6,,PAC-20X-EAC,,,OD400 - Umhlanga
3.01837786002077,OD400,,214 Gateaux Dome,packaging,external,0,214 Gateaux Dome,,PAC-214-EAC,,,OD400 - Umhlanga
1.61098455591212,OD400,,215 Gateaux Base,packaging,external,30706,215 Gateaux Base,,PAC-215-EAC,,,OD400 - Umhlanga
0.268499999999999,OD400,,225X270X30MIC Scone bag medium,packaging,external,30804,225X270X30MIC Scone bag medium,,PAC-225-EAC,,,OD400 - Umhlanga
0.217491696969697,OD400,,260*450*25mic,packaging,external,30806,260*450*25mic,,PAC-260-EAC,,,OD400 - Umhlanga
1.266855,OD400,,Foil Container 100 (3001P),packaging,external,30292,Foil Container 100 (3001P),,PAC-300-EAC,,,OD400 - Umhlanga
0.5306,OD400,,310*450*30mic,packaging,external,30808,310*450*30mic,,PAC-310-EAC,,,OD400 - Umhlanga
3.29691433455551,OD400,,315 bar one dome,packaging,external,30268,315 bar one dome,,PAC-315-EAC,,,OD400 - Umhlanga
1.99907605751198,OD400,,317 bar one base,packaging,external,30269,317 bar one base,,PAC-317-EAC,,,OD400 - Umhlanga
0.4795,OD400,,250*400*40mic Rolls large,packaging,external,30807,250*400*40mic Rolls large,,PAC-400-EAC,,,OD400 - Umhlanga
1.11934,OD400,,4051 foil container,packaging,external,30287,4051 foil container,,PAC-405-EAC,,,OD400 - Umhlanga
0,OD400,,4191 Foil Container,packaging,external,30692,4191 Foil Container,,PAC-419-EAC,,,OD400 - Umhlanga
0.4007,OD400,,250*450*30mic Naan exlarge,packaging,external,30805,250*450*30mic Naan exlarge,,PAC-450-EAC,,,OD400 - Umhlanga
1.34465610925469,OD400,,5*5*2.5,packaging,external,30801,5*5*2.5,,PAC-552-EAC,,,OD400 - Umhlanga
1.52036289224835,OD400,,5*5*2.5,packaging,external,30737,5*5*2.5,,PAC-572-EAC,,,OD400 - Umhlanga
1.66793674262486,OD400,,5*7*3,packaging,external,30827,5*7*3,,PAC-573-EAC,,,OD400 - Umhlanga
0.345395783635949,OD400,,No 73D Foam Tray,packaging,external,30725,No 73D Foam Tray,,PAC-73D-EAC,,,OD400 - Umhlanga
2.6288,OD400,,7*7*3 Diwali Boxes,packaging,external,30800,7*7*3 Diwali Boxes,,PAC-773-EAC,,,OD400 - Umhlanga
0,OD400,,Bag 1000 83*54*300mm,packaging,external,30303,Bag 1000 83*54*300mm,,PAC-835-EAC,,,OD400 - Umhlanga
2.15489116705815,OD400,,8X8X2,packaging,external,0,8X8X2,,PAC-882-EAC,,,OD400 - Umhlanga
3.599,OD400,,8X8X4,packaging,external,30486,8X8X4,,PAC-884-EAC,,,OD400 - Umhlanga
1.80367032258065,OD400,,A34 Round Cake Dome,packaging,external,30587,A34 Round Cake Dome,,PAC-A34-EAC,,,OD400 - Umhlanga
1.05039982246611,OD400,,A35 Round Cake Base,packaging,external,30588,A35 Round Cake Base,,PAC-A35-EAC,,,OD400 - Umhlanga
